i,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname
356,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,484,2004-07-13,clusters/ACS/10248_NGC346/j92f01l6q_flt.fits,56.0,smc,NGC346
357,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,484,2004-07-13,clusters/ACS/10248_NGC346/j92f01l8q_flt.fits,56.0,smc,NGC346
358,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,484,2004-07-13,clusters/ACS/10248_NGC346/j92f01laq_flt.fits,56.0,smc,NGC346
359,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,2,2004-07-13,clusters/ACS/10248_NGC346/j92f01ldq_flt.fits,56.0,smc,NGC346
360,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,2,2004-07-18,clusters/ACS/10248_NGC346/j92f02luq_flt.fits,56.0,smc,NGC346
361,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,450,2004-07-18,clusters/ACS/10248_NGC346/j92f02lvq_flt.fits,56.0,smc,NGC346
362,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,450,2004-07-18,clusters/ACS/10248_NGC346/j92f02lyq_flt.fits,56.0,smc,NGC346
363,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,450,2004-07-18,clusters/ACS/10248_NGC346/j92f02m0q_flt.fits,56.0,smc,NGC346
364,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,450,2004-07-18,clusters/ACS/10248_NGC346/j92f02m5q_flt.fits,56.0,smc,NGC346
365,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,2,2004-07-18,clusters/ACS/10248_NGC346/j92f02m8q_flt.fits,56.0,smc,NGC346
366,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,3,2004-07-18,clusters/ACS/10248_NGC346/j92f02mbq_flt.fits,56.0,smc,NGC346
367,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,483,2004-07-18,clusters/ACS/10248_NGC346/j92f02mcq_flt.fits,56.0,smc,NGC346
368,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,483,2004-07-18,clusters/ACS/10248_NGC346/j92f02meq_flt.fits,56.0,smc,NGC346
369,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,483,2004-07-18,clusters/ACS/10248_NGC346/j92f02mgq_flt.fits,56.0,smc,NGC346
370,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,483,2004-07-18,clusters/ACS/10248_NGC346/j92f02miq_flt.fits,56.0,smc,NGC346
371,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,3,2004-07-18,clusters/ACS/10248_NGC346/j92f02mlq_flt.fits,56.0,smc,NGC346
372,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,380,2004-07-15,clusters/ACS/10248_NGC346/j92fa3veq_flt.fits,56.0,smc,NGC346
373,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,380,2004-07-15,clusters/ACS/10248_NGC346/j92fa3vgq_flt.fits,56.0,smc,NGC346
862,WFC3,UVIS,12940,SMC-ASS-45,14.77862,-72.178631,...,...,Massey,1,2012-10-02,clusters/WFC3/12940_SMC-ASS-45/iby721m8q_flt.fits,56.0,smc,NGC346
863,WFC3,UVIS,12940,SMC-ASS-45,14.77862,-72.178631,...,...,Massey,1,2012-10-02,clusters/WFC3/12940_SMC-ASS-45/iby721m9q_flt.fits,56.0,smc,NGC346
1037,WFC3,UVIS,12940,SMC-ASS-45,14.77862,-72.178631,...,...,Massey,1,2012-10-02,stage/iby721m8q_flt.fits,56.0,smc,NGC346
1038,WFC3,UVIS,12940,SMC-ASS-45,14.77862,-72.178631,...,...,Massey,1,2012-10-02,stage/iby721m9q_flt.fits,56.0,smc,NGC346
400,ACS,WFC,10396,KRON-3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,10,2006-01-17,clusters/ACS/10396_KRON-3/j96107fxq_flt.fits,57.0,smc,KRON3
401,ACS,WFC,10396,KRON-3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,10,2006-01-17,clusters/ACS/10396_KRON-3/j96107fzq_flt.fits,57.0,smc,KRON3
402,ACS,WFC,10396,KRON-3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,474,2006-01-17,clusters/ACS/10396_KRON-3/j96107g0q_flt.fits,57.0,smc,KRON3
403,ACS,WFC,10396,KRON-3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,474,2006-01-17,clusters/ACS/10396_KRON-3/j96107g2q_flt.fits,57.0,smc,KRON3
404,ACS,WFC,10396,KRON-3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,474,2006-01-17,clusters/ACS/10396_KRON-3/j96107g4q_flt.fits,57.0,smc,KRON3
405,ACS,WFC,10396,KRON-3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,474,2006-01-17,clusters/ACS/10396_KRON-3/j96107g6q_flt.fits,57.0,smc,KRON3
406,ACS,WFC,10396,KRON-3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,20,2006-01-17,clusters/ACS/10396_KRON-3/j96107g9q_flt.fits,57.0,smc,KRON3
407,ACS,WFC,10396,KRON-3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,20,2006-01-17,clusters/ACS/10396_KRON-3/j96107gbq_flt.fits,57.0,smc,KRON3
408,ACS,WFC,10396,KRON-3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,496,2006-01-17,clusters/ACS/10396_KRON-3/j96107gcq_flt.fits,57.0,smc,KRON3
409,ACS,WFC,10396,KRON-3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,496,2006-01-17,clusters/ACS/10396_KRON-3/j96107geq_flt.fits,57.0,smc,KRON3
410,ACS,WFC,10396,KRON-3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,496,2006-01-17,clusters/ACS/10396_KRON-3/j96107ggq_flt.fits,57.0,smc,KRON3
411,ACS,WFC,10396,KRON-3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,496,2006-01-17,clusters/ACS/10396_KRON-3/j96107giq_flt.fits,57.0,smc,KRON3
436,ACS,WFC,10396,NGC121,6.7025,-71.535467,CLEAR1L,F814W,Gallagher,10,2006-01-21,clusters/ACS/10396_NGC121/j96106rcq_flt.fits,58.0,smc,NGC121
437,ACS,WFC,10396,NGC121,6.7025,-71.535467,CLEAR1L,F814W,Gallagher,10,2006-01-21,clusters/ACS/10396_NGC121/j96106req_flt.fits,58.0,smc,NGC121
438,ACS,WFC,10396,NGC121,6.7025,-71.535467,CLEAR1L,F814W,Gallagher,474,2006-01-21,clusters/ACS/10396_NGC121/j96106rfq_flt.fits,58.0,smc,NGC121
439,ACS,WFC,10396,NGC121,6.7025,-71.535467,CLEAR1L,F814W,Gallagher,474,2006-01-21,clusters/ACS/10396_NGC121/j96106rhq_flt.fits,58.0,smc,NGC121
440,ACS,WFC,10396,NGC121,6.7025,-71.535467,CLEAR1L,F814W,Gallagher,474,2006-01-21,clusters/ACS/10396_NGC121/j96106rjq_flt.fits,58.0,smc,NGC121
441,ACS,WFC,10396,NGC121,6.7025,-71.535467,CLEAR1L,F814W,Gallagher,474,2006-01-21,clusters/ACS/10396_NGC121/j96106rlq_flt.fits,58.0,smc,NGC121
442,ACS,WFC,10396,NGC121,6.7025,-71.535467,F555W,CLEAR2L,Gallagher,20,2006-01-21,clusters/ACS/10396_NGC121/j96106roq_flt.fits,58.0,smc,NGC121
443,ACS,WFC,10396,NGC121,6.7025,-71.535467,F555W,CLEAR2L,Gallagher,20,2006-01-21,clusters/ACS/10396_NGC121/j96106rqq_flt.fits,58.0,smc,NGC121
444,ACS,WFC,10396,NGC121,6.7025,-71.535467,F555W,CLEAR2L,Gallagher,496,2006-01-21,clusters/ACS/10396_NGC121/j96106rrq_flt.fits,58.0,smc,NGC121
445,ACS,WFC,10396,NGC121,6.7025,-71.535467,F555W,CLEAR2L,Gallagher,496,2006-01-21,clusters/ACS/10396_NGC121/j96106rtq_flt.fits,58.0,smc,NGC121
446,ACS,WFC,10396,NGC121,6.7025,-71.535467,F555W,CLEAR2L,Gallagher,496,2006-01-21,clusters/ACS/10396_NGC121/j96106rvq_flt.fits,58.0,smc,NGC121
447,ACS,WFC,10396,NGC121,6.7025,-71.535467,F555W,CLEAR2L,Gallagher,496,2006-01-21,clusters/ACS/10396_NGC121/j96106rxq_flt.fits,58.0,smc,NGC121
1138,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,200,2014-10-16,stage/icb001g7q_flt.fits,58.0,smc,NGC121
1139,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,1061,2014-10-16,stage/icb001g9q_flt.fits,58.0,smc,NGC121
1140,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,100,2014-10-16,stage/icb001geq_flt.fits,58.0,smc,NGC121
1141,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,1061,2014-10-16,stage/icb001gfq_flt.fits,58.0,smc,NGC121
1142,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,200,2014-10-16,stage/icb001gjq_flt.fits,58.0,smc,NGC121
1143,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,200,2014-05-16,stage/icb002w4q_flt.fits,58.0,smc,NGC121
1144,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,1061,2014-05-16,stage/icb002w6q_flt.fits,58.0,smc,NGC121
1145,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,100,2014-05-16,stage/icb002wbq_flt.fits,58.0,smc,NGC121
1146,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,1061,2014-05-16,stage/icb002wcq_flt.fits,58.0,smc,NGC121
1147,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,200,2014-05-16,stage/icb002wgq_flt.fits,58.0,smc,NGC121
1361,ACS,WFC,13435,NGC-121,6.704167,-71.536111,CLEAR1L,F814W,Monelli,100,2014-10-16,stage/jcb001g8q_flt.fits,58.0,smc,NGC121
1362,ACS,WFC,13435,NGC-121,6.704167,-71.536111,CLEAR1L,F814W,Monelli,500,2014-10-16,stage/jcb001gaq_flt.fits,58.0,smc,NGC121
1363,ACS,WFC,13435,NGC-121,6.704167,-71.536111,F475W,CLEAR2L,Monelli,500,2014-10-16,stage/jcb001ggq_flt.fits,58.0,smc,NGC121
1364,ACS,WFC,13435,NGC-121,6.704167,-71.536111,F475W,CLEAR2L,Monelli,90,2014-10-16,stage/jcb001gkq_flt.fits,58.0,smc,NGC121
1365,ACS,WFC,13435,NGC-121,6.704167,-71.536111,CLEAR1L,F814W,Monelli,100,2014-05-16,stage/jcb002w5q_flt.fits,58.0,smc,NGC121
1366,ACS,WFC,13435,NGC-121,6.704167,-71.536111,CLEAR1L,F814W,Monelli,500,2014-05-16,stage/jcb002w7q_flt.fits,58.0,smc,NGC121
1367,ACS,WFC,13435,NGC-121,6.704167,-71.536111,F475W,CLEAR2L,Monelli,500,2014-05-16,stage/jcb002wdq_flt.fits,58.0,smc,NGC121
1368,ACS,WFC,13435,NGC-121,6.704167,-71.536111,F475W,CLEAR2L,Monelli,90,2014-05-16,stage/jcb002whq_flt.fits,58.0,smc,NGC121
448,ACS,WFC,10396,NGC339,14.442,-74.471383,CLEAR1L,F814W,Gallagher,10,2005-11-28,clusters/ACS/10396_NGC339/j96104cmq_flt.fits,59.0,smc,NGC339
449,ACS,WFC,10396,NGC339,14.442,-74.471383,CLEAR1L,F814W,Gallagher,10,2005-11-28,clusters/ACS/10396_NGC339/j96104coq_flt.fits,59.0,smc,NGC339
450,ACS,WFC,10396,NGC339,14.442,-74.471383,CLEAR1L,F814W,Gallagher,474,2005-11-28,clusters/ACS/10396_NGC339/j96104cpq_flt.fits,59.0,smc,NGC339
451,ACS,WFC,10396,NGC339,14.442,-74.471383,CLEAR1L,F814W,Gallagher,474,2005-11-28,clusters/ACS/10396_NGC339/j96104crq_flt.fits,59.0,smc,NGC339
452,ACS,WFC,10396,NGC339,14.442,-74.471383,CLEAR1L,F814W,Gallagher,474,2005-11-28,clusters/ACS/10396_NGC339/j96104ctq_flt.fits,59.0,smc,NGC339
453,ACS,WFC,10396,NGC339,14.442,-74.471383,CLEAR1L,F814W,Gallagher,474,2005-11-28,clusters/ACS/10396_NGC339/j96104cvq_flt.fits,59.0,smc,NGC339
454,ACS,WFC,10396,NGC339,14.442,-74.471383,F555W,CLEAR2L,Gallagher,20,2005-11-28,clusters/ACS/10396_NGC339/j96104cyq_flt.fits,59.0,smc,NGC339
455,ACS,WFC,10396,NGC339,14.442,-74.471383,F555W,CLEAR2L,Gallagher,20,2005-11-28,clusters/ACS/10396_NGC339/j96104d0q_flt.fits,59.0,smc,NGC339
456,ACS,WFC,10396,NGC339,14.442,-74.471383,F555W,CLEAR2L,Gallagher,496,2005-11-28,clusters/ACS/10396_NGC339/j96104d1q_flt.fits,59.0,smc,NGC339
457,ACS,WFC,10396,NGC339,14.442,-74.471383,F555W,CLEAR2L,Gallagher,496,2005-11-28,clusters/ACS/10396_NGC339/j96104d3q_flt.fits,59.0,smc,NGC339
458,ACS,WFC,10396,NGC339,14.442,-74.471383,F555W,CLEAR2L,Gallagher,496,2005-11-28,clusters/ACS/10396_NGC339/j96104d5q_flt.fits,59.0,smc,NGC339
459,ACS,WFC,10396,NGC339,14.442,-74.471383,F555W,CLEAR2L,Gallagher,496,2005-11-28,clusters/ACS/10396_NGC339/j96104d7q_flt.fits,59.0,smc,NGC339
460,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,10,2005-11-22,clusters/ACS/10396_NGC416/j96101ikq_flt.fits,60.0,smc,NGC416
461,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,10,2005-11-22,clusters/ACS/10396_NGC416/j96101imq_flt.fits,60.0,smc,NGC416
462,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2005-11-22,clusters/ACS/10396_NGC416/j96101inq_flt.fits,60.0,smc,NGC416
463,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2005-11-22,clusters/ACS/10396_NGC416/j96101ipq_flt.fits,60.0,smc,NGC416
464,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2005-11-22,clusters/ACS/10396_NGC416/j96101irq_flt.fits,60.0,smc,NGC416
465,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2005-11-22,clusters/ACS/10396_NGC416/j96101itq_flt.fits,60.0,smc,NGC416
466,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,0,2005-11-22,clusters/ACS/10396_NGC416/j96101izq_flt.fits,60.0,smc,NGC416
467,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,0,2005-11-22,clusters/ACS/10396_NGC416/j96101j1q_flt.fits,60.0,smc,NGC416
468,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,0,2005-11-22,clusters/ACS/10396_NGC416/j96101j3q_flt.fits,60.0,smc,NGC416
469,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,0,2005-11-22,clusters/ACS/10396_NGC416/j96101j5q_flt.fits,60.0,smc,NGC416
470,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,10,2006-03-08,clusters/ACS/10396_NGC416/j96121jwq_flt.fits,60.0,smc,NGC416
471,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,10,2006-03-08,clusters/ACS/10396_NGC416/j96121jyq_flt.fits,60.0,smc,NGC416
472,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2006-03-08,clusters/ACS/10396_NGC416/j96121jzq_flt.fits,60.0,smc,NGC416
473,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2006-03-08,clusters/ACS/10396_NGC416/j96121k1q_flt.fits,60.0,smc,NGC416
474,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2006-03-08,clusters/ACS/10396_NGC416/j96121k3q_flt.fits,60.0,smc,NGC416
475,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2006-03-08,clusters/ACS/10396_NGC416/j96121k5q_flt.fits,60.0,smc,NGC416
476,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,20,2006-03-08,clusters/ACS/10396_NGC416/j96121k8q_flt.fits,60.0,smc,NGC416
477,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,20,2006-03-08,clusters/ACS/10396_NGC416/j96121kaq_flt.fits,60.0,smc,NGC416
478,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,496,2006-03-08,clusters/ACS/10396_NGC416/j96121kbq_flt.fits,60.0,smc,NGC416
479,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,496,2006-03-08,clusters/ACS/10396_NGC416/j96121kdq_flt.fits,60.0,smc,NGC416
480,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,496,2006-03-08,clusters/ACS/10396_NGC416/j96121kfq_flt.fits,60.0,smc,NGC416
481,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,496,2006-03-08,clusters/ACS/10396_NGC416/j96121khq_flt.fits,60.0,smc,NGC416
482,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,10,2006-01-15,clusters/ACS/10396_NGC419/j96103x2q_flt.fits,61.0,smc,NGC419
483,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,10,2006-01-15,clusters/ACS/10396_NGC419/j96103x4q_flt.fits,61.0,smc,NGC419
484,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-01-15,clusters/ACS/10396_NGC419/j96103x5q_flt.fits,61.0,smc,NGC419
485,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-01-15,clusters/ACS/10396_NGC419/j96103x7q_flt.fits,61.0,smc,NGC419
486,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-01-15,clusters/ACS/10396_NGC419/j96103x9q_flt.fits,61.0,smc,NGC419
487,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-01-15,clusters/ACS/10396_NGC419/j96103xbq_flt.fits,61.0,smc,NGC419
488,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,20,2006-01-15,clusters/ACS/10396_NGC419/j96103xeq_flt.fits,61.0,smc,NGC419
489,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,0,2006-01-15,clusters/ACS/10396_NGC419/j96103xhq_flt.fits,61.0,smc,NGC419
490,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,0,2006-01-15,clusters/ACS/10396_NGC419/j96103xjq_flt.fits,61.0,smc,NGC419
491,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,0,2006-01-15,clusters/ACS/10396_NGC419/j96103xlq_flt.fits,61.0,smc,NGC419
492,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,0,2006-01-15,clusters/ACS/10396_NGC419/j96103xnq_flt.fits,61.0,smc,NGC419
493,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,10,2006-07-08,clusters/ACS/10396_NGC419/j96123bxq_flt.fits,61.0,smc,NGC419
494,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,10,2006-07-08,clusters/ACS/10396_NGC419/j96123bzq_flt.fits,61.0,smc,NGC419
495,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-07-08,clusters/ACS/10396_NGC419/j96123c0q_flt.fits,61.0,smc,NGC419
496,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-07-08,clusters/ACS/10396_NGC419/j96123c2q_flt.fits,61.0,smc,NGC419
497,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-07-08,clusters/ACS/10396_NGC419/j96123c4q_flt.fits,61.0,smc,NGC419
498,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-07-08,clusters/ACS/10396_NGC419/j96123c6q_flt.fits,61.0,smc,NGC419
499,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,20,2006-07-08,clusters/ACS/10396_NGC419/j96123c9q_flt.fits,61.0,smc,NGC419
500,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,20,2006-07-08,clusters/ACS/10396_NGC419/j96123cbq_flt.fits,61.0,smc,NGC419
501,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,496,2006-07-08,clusters/ACS/10396_NGC419/j96123ccq_flt.fits,61.0,smc,NGC419
502,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,496,2006-07-08,clusters/ACS/10396_NGC419/j96123ceq_flt.fits,61.0,smc,NGC419
503,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,496,2006-07-08,clusters/ACS/10396_NGC419/j96123cgq_flt.fits,61.0,smc,NGC419
504,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,496,2006-07-08,clusters/ACS/10396_NGC419/j96123ciq_flt.fits,61.0,smc,NGC419
853,WFC3,UVIS,12257,NGC-419,17.094167,-72.879167,...,...,Girardi,690,2011-08-25,clusters/WFC3/12257_NGC-419/ibhy30xqq_flt.fits,61.0,smc,NGC419
854,WFC3,UVIS,12257,NGC-419,17.094167,-72.879167,...,...,Girardi,700,2011-08-25,clusters/WFC3/12257_NGC-419/ibhy30xuq_flt.fits,61.0,smc,NGC419
855,WFC3,UVIS,12257,NGC-419,17.094167,-72.879167,...,...,Girardi,740,2011-08-25,clusters/WFC3/12257_NGC-419/ibhy30xyq_flt.fits,61.0,smc,NGC419
856,WFC3,UVIS,12257,NGC-419,17.094167,-72.879167,...,...,Girardi,700,2011-08-25,clusters/WFC3/12257_NGC-419/ibhy30y2q_flt.fits,61.0,smc,NGC419
857,WFC3,UVIS,12257,NGC-419,17.094167,-72.879167,...,...,Girardi,400,2011-08-25,clusters/WFC3/12257_NGC-419/ibhy30y6q_flt.fits,61.0,smc,NGC419
954,WFC3,UVIS,12257,NGC-419,17.094167,-72.879167,...,...,Girardi,690,2011-08-25,stage/ibhy30xqq_flt.fits,61.0,smc,NGC419
955,WFC3,UVIS,12257,NGC-419,17.094167,-72.879167,...,...,Girardi,700,2011-08-25,stage/ibhy30xuq_flt.fits,61.0,smc,NGC419
956,WFC3,UVIS,12257,NGC-419,17.094167,-72.879167,...,...,Girardi,740,2011-08-25,stage/ibhy30xyq_flt.fits,61.0,smc,NGC419
957,WFC3,UVIS,12257,NGC-419,17.094167,-72.879167,...,...,Girardi,700,2011-08-25,stage/ibhy30y2q_flt.fits,61.0,smc,NGC419
958,WFC3,UVIS,12257,NGC-419,17.094167,-72.879167,...,...,Girardi,400,2011-08-25,stage/ibhy30y6q_flt.fits,61.0,smc,NGC419
287,WFC3,UVIS,13009,HIGH-SFH-1,12.906668,-73.115719,...,...,De Marchi,700,2013-04-27,smc_fields/WFC3/13009_HIGH-SFH-1/ibyy61dns_flt.fits,62.0,smc,H86-126
288,WFC3,UVIS,13009,HIGH-SFH-1,12.906668,-73.115719,...,...,De Marchi,712,2013-04-27,smc_fields/WFC3/13009_HIGH-SFH-1/ibyy61drq_flt.fits,62.0,smc,H86-126
289,WFC3,UVIS,13009,HIGH-SFH-1,12.906668,-73.115719,...,...,De Marchi,982,2013-04-27,smc_fields/WFC3/13009_HIGH-SFH-1/ibyy61dvq_flt.fits,62.0,smc,H86-126
505,ACS,WFC,10396,SFH-1,12.916667,-73.116944,CLEAR1L,F814W,Gallagher,1,2006-01-17,clusters/ACS/10396_SFH-1/j96110djq_flt.fits,62.0,smc,H86-126
506,ACS,WFC,10396,SFH-1,12.916667,-73.116944,CLEAR1L,F814W,Gallagher,1,2006-01-17,clusters/ACS/10396_SFH-1/j96110dlq_flt.fits,62.0,smc,H86-126
507,ACS,WFC,10396,SFH-1,12.916667,-73.116944,CLEAR1L,F814W,Gallagher,504,2006-01-17,clusters/ACS/10396_SFH-1/j96110dmq_flt.fits,62.0,smc,H86-126
508,ACS,WFC,10396,SFH-1,12.916667,-73.116944,CLEAR1L,F814W,Gallagher,504,2006-01-17,clusters/ACS/10396_SFH-1/j96110doq_flt.fits,62.0,smc,H86-126
509,ACS,WFC,10396,SFH-1,12.916667,-73.116944,CLEAR1L,F814W,Gallagher,504,2006-01-17,clusters/ACS/10396_SFH-1/j96110dqq_flt.fits,62.0,smc,H86-126
510,ACS,WFC,10396,SFH-1,12.916667,-73.116944,CLEAR1L,F814W,Gallagher,48,2006-01-17,clusters/ACS/10396_SFH-1/j96110dtq_flt.fits,62.0,smc,H86-126
511,ACS,WFC,10396,SFH-1,12.916667,-73.116944,F555W,CLEAR2L,Gallagher,1,2006-01-17,clusters/ACS/10396_SFH-1/j96110dvq_flt.fits,62.0,smc,H86-126
512,ACS,WFC,10396,SFH-1,12.916667,-73.116944,F555W,CLEAR2L,Gallagher,1,2006-01-17,clusters/ACS/10396_SFH-1/j96110dxq_flt.fits,62.0,smc,H86-126
513,ACS,WFC,10396,SFH-1,12.916667,-73.116944,F555W,CLEAR2L,Gallagher,539,2006-01-17,clusters/ACS/10396_SFH-1/j96110dyq_flt.fits,62.0,smc,H86-126
514,ACS,WFC,10396,SFH-1,12.916667,-73.116944,F555W,CLEAR2L,Gallagher,539,2006-01-17,clusters/ACS/10396_SFH-1/j96110e0q_flt.fits,62.0,smc,H86-126
515,ACS,WFC,10396,SFH-1,12.916667,-73.116944,F555W,CLEAR2L,Gallagher,539,2006-01-17,clusters/ACS/10396_SFH-1/j96110e2q_flt.fits,62.0,smc,H86-126
516,ACS,WFC,10396,SFH-1,12.916667,-73.116944,F555W,CLEAR2L,Gallagher,50,2006-01-17,clusters/ACS/10396_SFH-1/j96110e5q_flt.fits,62.0,smc,H86-126
517,ACS,WFC,10396,SFH-4,15.0125,-72.534444,CLEAR1L,F814W,Gallagher,1,2005-11-23,clusters/ACS/10396_SFH-4/j96111leq_flt.fits,63.0,smc,SMC-FIELD-NW
