i,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname
768,WFC3,UVIS,12257,H-6,85.570833,-71.591667,...,...,Girardi,700,2011-08-16,clusters/WFC3/12257_H-6/ibhy21l0q_flt.fits,112.0,lmc,HODGE6
769,WFC3,UVIS,12257,H-6,85.570833,-71.591667,...,...,Girardi,700,2011-08-16,clusters/WFC3/12257_H-6/ibhy21l3q_flt.fits,112.0,lmc,HODGE6
770,WFC3,UVIS,12257,H-6,85.570833,-71.591667,...,...,Girardi,720,2011-08-16,clusters/WFC3/12257_H-6/ibhy21l7q_flt.fits,112.0,lmc,HODGE6
771,WFC3,UVIS,12257,H-6,85.570833,-71.591667,...,...,Girardi,600,2011-08-16,clusters/WFC3/12257_H-6/ibhy21lbq_flt.fits,112.0,lmc,HODGE6
930,WFC3,UVIS,12257,H-6,85.570833,-71.591667,...,...,Girardi,120,2011-08-16,stage/ibhy21kyq_flt.fits,112.0,lmc,HODGE6
931,WFC3,UVIS,12257,H-6,85.570833,-71.591667,...,...,Girardi,720,2011-08-16,stage/ibhy21l7q_flt.fits,112.0,lmc,HODGE6
932,WFC3,UVIS,12257,H-6,85.570833,-71.591667,...,...,Girardi,600,2011-08-16,stage/ibhy21lbq_flt.fits,112.0,lmc,HODGE6
778,WFC3,UVIS,12257,NGC-1718,73.112917,-67.050556,...,...,Girardi,120,2011-12-02,clusters/WFC3/12257_NGC-1718/ibhy22raq_flt.fits,113.0,lmc,NGC1718
779,WFC3,UVIS,12257,NGC-1718,73.112917,-67.050556,...,...,Girardi,30,2011-12-02,clusters/WFC3/12257_NGC-1718/ibhy22rbq_flt.fits,113.0,lmc,NGC1718
780,WFC3,UVIS,12257,NGC-1718,73.112917,-67.050556,...,...,Girardi,700,2011-12-02,clusters/WFC3/12257_NGC-1718/ibhy22rcq_flt.fits,113.0,lmc,NGC1718
781,WFC3,UVIS,12257,NGC-1718,73.112917,-67.050556,...,...,Girardi,700,2011-12-02,clusters/WFC3/12257_NGC-1718/ibhy22rfq_flt.fits,113.0,lmc,NGC1718
782,WFC3,UVIS,12257,NGC-1718,73.112917,-67.050556,...,...,Girardi,720,2011-12-02,clusters/WFC3/12257_NGC-1718/ibhy22rjq_flt.fits,113.0,lmc,NGC1718
783,WFC3,UVIS,12257,NGC-1718,73.112917,-67.050556,...,...,Girardi,600,2011-12-02,clusters/WFC3/12257_NGC-1718/ibhy22rnq_flt.fits,113.0,lmc,NGC1718
933,WFC3,UVIS,12257,NGC-1718,73.112917,-67.050556,...,...,Girardi,120,2011-12-02,stage/ibhy22raq_flt.fits,113.0,lmc,NGC1718
934,WFC3,UVIS,12257,NGC-1718,73.112917,-67.050556,...,...,Girardi,30,2011-12-02,stage/ibhy22rbq_flt.fits,113.0,lmc,NGC1718
935,WFC3,UVIS,12257,NGC-1718,73.112917,-67.050556,...,...,Girardi,700,2011-12-02,stage/ibhy22rcq_flt.fits,113.0,lmc,NGC1718
936,WFC3,UVIS,12257,NGC-1718,73.112917,-67.050556,...,...,Girardi,700,2011-12-02,stage/ibhy22rfq_flt.fits,113.0,lmc,NGC1718
937,WFC3,UVIS,12257,NGC-1718,73.112917,-67.050556,...,...,Girardi,720,2011-12-02,stage/ibhy22rjq_flt.fits,113.0,lmc,NGC1718
938,WFC3,UVIS,12257,NGC-1718,73.112917,-67.050556,...,...,Girardi,600,2011-12-02,stage/ibhy22rnq_flt.fits,113.0,lmc,NGC1718
591,ACS,WFC,10595,ESO085-SC029,74.787286,-65.986347,CLEAR1L,F435W,Goudfrooij,90,2006-01-14,clusters/ACS/10595_ESO085-SC029/j9es07sjq_flt.fits,114.0,lmc,NGC1783
592,ACS,WFC,10595,ESO085-SC029,74.787286,-65.986347,CLEAR1L,F435W,Goudfrooij,340,2006-01-14,clusters/ACS/10595_ESO085-SC029/j9es07skq_flt.fits,114.0,lmc,NGC1783
593,ACS,WFC,10595,ESO085-SC029,74.787286,-65.986347,CLEAR1L,F435W,Goudfrooij,340,2006-01-14,clusters/ACS/10595_ESO085-SC029/j9es07smq_flt.fits,114.0,lmc,NGC1783
594,ACS,WFC,10595,ESO085-SC029,74.787286,-65.986347,F555W,CLEAR2L,Goudfrooij,40,2006-01-14,clusters/ACS/10595_ESO085-SC029/j9es07spq_flt.fits,114.0,lmc,NGC1783
595,ACS,WFC,10595,ESO085-SC029,74.787286,-65.986347,F555W,CLEAR2L,Goudfrooij,340,2006-01-14,clusters/ACS/10595_ESO085-SC029/j9es07sqq_flt.fits,114.0,lmc,NGC1783
596,ACS,WFC,10595,ESO085-SC029,74.787286,-65.986347,F555W,CLEAR2L,Goudfrooij,340,2006-01-14,clusters/ACS/10595_ESO085-SC029/j9es07ssq_flt.fits,114.0,lmc,NGC1783
597,ACS,WFC,10595,ESO085-SC029,74.787286,-65.986347,CLEAR1L,F814W,Goudfrooij,8,2006-01-14,clusters/ACS/10595_ESO085-SC029/j9es07svq_flt.fits,114.0,lmc,NGC1783
598,ACS,WFC,10595,ESO085-SC029,74.787286,-65.986347,CLEAR1L,F814W,Goudfrooij,340,2006-01-14,clusters/ACS/10595_ESO085-SC029/j9es07swq_flt.fits,114.0,lmc,NGC1783
599,ACS,WFC,10595,ESO085-SC029,74.787286,-65.986347,CLEAR1L,F814W,Goudfrooij,340,2006-01-14,clusters/ACS/10595_ESO085-SC029/j9es07syq_flt.fits,114.0,lmc,NGC1783
668,ACS,WFC,9891,NGC1783,74.786,-65.987997,F555W,CLEAR2L,Gilmore,250,2003-10-07,clusters/ACS/9891_NGC1783/j8ne51roq_flt.fits,114.0,lmc,NGC1783
669,ACS,WFC,9891,NGC1783,74.786,-65.987997,CLEAR1L,F814W,Gilmore,170,2003-10-07,clusters/ACS/9891_NGC1783/j8ne51rsq_flt.fits,114.0,lmc,NGC1783
787,WFC3,UVIS,12257,NGC-1783,74.772375,-65.994861,...,...,Girardi,1200,2011-10-12,clusters/WFC3/12257_NGC-1783/ibhy50sxq_flt.fits,114.0,lmc,NGC1783
788,WFC3,UVIS,12257,NGC-1783,74.772375,-65.994861,...,...,Girardi,1190,2011-10-12,clusters/WFC3/12257_NGC-1783/ibhy50t3q_flt.fits,114.0,lmc,NGC1783
789,WFC3,UVIS,12257,NGC-1783,74.772375,-65.994861,...,...,Girardi,1190,2011-10-12,clusters/WFC3/12257_NGC-1783/ibhy50teq_flt.fits,114.0,lmc,NGC1783
974,WFC3,UVIS,12257,NGC-1783,74.772375,-65.994861,...,...,Girardi,1200,2011-10-12,stage/ibhy50sxq_flt.fits,114.0,lmc,NGC1783
975,WFC3,UVIS,12257,NGC-1783,74.772375,-65.994861,...,...,Girardi,1190,2011-10-12,stage/ibhy50t3q_flt.fits,114.0,lmc,NGC1783
976,WFC3,UVIS,12257,NGC-1783,74.772375,-65.994861,...,...,Girardi,1190,2011-10-12,stage/ibhy50teq_flt.fits,114.0,lmc,NGC1783
698,ACS,WFC,9891,NGC1978,82.187208,-66.236561,F555W,CLEAR2L,Gilmore,300,2003-10-07,clusters/ACS/9891_NGC1978/j8ne69s5q_flt.fits,115.0,lmc,NGC1978
699,ACS,WFC,9891,NGC1978,82.187208,-66.236561,CLEAR1L,F814W,Gilmore,200,2003-10-07,clusters/ACS/9891_NGC1978/j8ne69s8q_flt.fits,115.0,lmc,NGC1978
799,WFC3,UVIS,12257,NGC-1978,82.20625,-66.238333,...,...,Girardi,60,2011-08-15,clusters/WFC3/12257_NGC-1978/ibhy40e8q_flt.fits,115.0,lmc,NGC1978
800,WFC3,UVIS,12257,NGC-1978,82.20625,-66.238333,...,...,Girardi,300,2011-08-15,clusters/WFC3/12257_NGC-1978/ibhy40e9q_flt.fits,115.0,lmc,NGC1978
801,WFC3,UVIS,12257,NGC-1978,82.20625,-66.238333,...,...,Girardi,680,2011-08-15,clusters/WFC3/12257_NGC-1978/ibhy40eaq_flt.fits,115.0,lmc,NGC1978
802,WFC3,UVIS,12257,NGC-1978,82.20625,-66.238333,...,...,Girardi,740,2011-08-15,clusters/WFC3/12257_NGC-1978/ibhy40edq_flt.fits,115.0,lmc,NGC1978
803,WFC3,UVIS,12257,NGC-1978,82.20625,-66.238333,...,...,Girardi,740,2011-08-15,clusters/WFC3/12257_NGC-1978/ibhy40ehq_flt.fits,115.0,lmc,NGC1978
804,WFC3,UVIS,12257,NGC-1978,82.20625,-66.238333,...,...,Girardi,660,2011-08-15,clusters/WFC3/12257_NGC-1978/ibhy40elq_flt.fits,115.0,lmc,NGC1978
959,WFC3,UVIS,12257,NGC-1978,82.20625,-66.238333,...,...,Girardi,60,2011-08-15,stage/ibhy40e8q_flt.fits,115.0,lmc,NGC1978
960,WFC3,UVIS,12257,NGC-1978,82.20625,-66.238333,...,...,Girardi,300,2011-08-15,stage/ibhy40e9q_flt.fits,115.0,lmc,NGC1978
961,WFC3,UVIS,12257,NGC-1978,82.20625,-66.238333,...,...,Girardi,680,2011-08-15,stage/ibhy40eaq_flt.fits,115.0,lmc,NGC1978
734,WFC3,UVIS,11714,NGC2005,82.542875,-69.75275,...,...,Bond,300,2009-12-05,clusters/WFC3/11714_NGC2005/ib7790zbq_flt.fits,116.0,lmc,NGC2005
735,WFC3,UVIS,11714,NGC2005,82.542875,-69.75275,...,...,Bond,60,2009-12-05,clusters/WFC3/11714_NGC2005/ib7790zcq_flt.fits,116.0,lmc,NGC2005
736,WFC3,UVIS,11714,NGC2005,82.542875,-69.75275,...,...,Bond,300,2009-12-05,clusters/WFC3/11714_NGC2005/ib7790zdq_flt.fits,116.0,lmc,NGC2005
737,WFC3,UVIS,11714,NGC2005,82.542875,-69.75275,...,...,Bond,60,2009-12-05,clusters/WFC3/11714_NGC2005/ib7790zeq_flt.fits,116.0,lmc,NGC2005
805,WFC3,UVIS,12257,NGC-2005,82.541667,-69.752167,...,...,Girardi,120,2011-10-12,clusters/WFC3/12257_NGC-2005/ibhy20rbq_flt.fits,116.0,lmc,NGC2005
806,WFC3,UVIS,12257,NGC-2005,82.541667,-69.752167,...,...,Girardi,30,2011-10-12,clusters/WFC3/12257_NGC-2005/ibhy20rcq_flt.fits,116.0,lmc,NGC2005
807,WFC3,UVIS,12257,NGC-2005,82.541667,-69.752167,...,...,Girardi,700,2011-10-12,clusters/WFC3/12257_NGC-2005/ibhy20rdq_flt.fits,116.0,lmc,NGC2005
808,WFC3,UVIS,12257,NGC-2005,82.541667,-69.752167,...,...,Girardi,700,2011-10-12,clusters/WFC3/12257_NGC-2005/ibhy20rgq_flt.fits,116.0,lmc,NGC2005
809,WFC3,UVIS,12257,NGC-2005,82.541667,-69.752167,...,...,Girardi,720,2011-10-12,clusters/WFC3/12257_NGC-2005/ibhy20rkq_flt.fits,116.0,lmc,NGC2005
810,WFC3,UVIS,12257,NGC-2005,82.541667,-69.752167,...,...,Girardi,600,2011-10-12,clusters/WFC3/12257_NGC-2005/ibhy20roq_flt.fits,116.0,lmc,NGC2005
902,WFC3,UVIS,11714,NGC2005,82.542875,-69.75275,...,...,Bond,60,2009-12-05,stage/ib7790zcq_flt.fits,116.0,lmc,NGC2005
903,WFC3,UVIS,11714,NGC2005,82.542875,-69.75275,...,...,Bond,60,2009-12-05,stage/ib7790zeq_flt.fits,116.0,lmc,NGC2005
924,WFC3,UVIS,12257,NGC-2005,82.541667,-69.752167,...,...,Girardi,120,2011-10-12,stage/ibhy20rbq_flt.fits,116.0,lmc,NGC2005
925,WFC3,UVIS,12257,NGC-2005,82.541667,-69.752167,...,...,Girardi,30,2011-10-12,stage/ibhy20rcq_flt.fits,116.0,lmc,NGC2005
926,WFC3,UVIS,12257,NGC-2005,82.541667,-69.752167,...,...,Girardi,700,2011-10-12,stage/ibhy20rdq_flt.fits,116.0,lmc,NGC2005
927,WFC3,UVIS,12257,NGC-2005,82.541667,-69.752167,...,...,Girardi,700,2011-10-12,stage/ibhy20rgq_flt.fits,116.0,lmc,NGC2005
928,WFC3,UVIS,12257,NGC-2005,82.541667,-69.752167,...,...,Girardi,720,2011-10-12,stage/ibhy20rkq_flt.fits,116.0,lmc,NGC2005
929,WFC3,UVIS,12257,NGC-2005,82.541667,-69.752167,...,...,Girardi,600,2011-10-12,stage/ibhy20roq_flt.fits,116.0,lmc,NGC2005
817,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,30,2011-10-09,clusters/WFC3/12257_NGC-2173/ibhy11nzq_flt.fits,117.0,lmc,NGC2173
818,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,800,2011-10-09,clusters/WFC3/12257_NGC-2173/ibhy11o1q_flt.fits,117.0,lmc,NGC2173
819,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,700,2011-10-09,clusters/WFC3/12257_NGC-2173/ibhy11o5q_flt.fits,117.0,lmc,NGC2173
820,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,700,2011-10-09,clusters/WFC3/12257_NGC-2173/ibhy11o9q_flt.fits,117.0,lmc,NGC2173
821,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,550,2011-10-09,clusters/WFC3/12257_NGC-2173/ibhy11odq_flt.fits,117.0,lmc,NGC2173
822,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,120,2011-10-09,clusters/WFC3/12257_NGC-2173/ibhy11oiq_flt.fits,117.0,lmc,NGC2173
823,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,700,2011-10-09,clusters/WFC3/12257_NGC-2173/ibhy11okq_flt.fits,117.0,lmc,NGC2173
824,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,700,2011-10-09,clusters/WFC3/12257_NGC-2173/ibhy11ooq_flt.fits,117.0,lmc,NGC2173
825,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,700,2011-10-09,clusters/WFC3/12257_NGC-2173/ibhy11osq_flt.fits,117.0,lmc,NGC2173
826,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,700,2011-10-09,clusters/WFC3/12257_NGC-2173/ibhy11owq_flt.fits,117.0,lmc,NGC2173
910,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,30,2011-10-09,stage/ibhy11nzq_flt.fits,117.0,lmc,NGC2173
911,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,700,2011-10-09,stage/ibhy11o5q_flt.fits,117.0,lmc,NGC2173
912,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,700,2011-10-09,stage/ibhy11o9q_flt.fits,117.0,lmc,NGC2173
913,WFC3,UVIS,12257,NGC-2173,89.494167,-72.97925,...,...,Girardi,550,2011-10-09,stage/ibhy11odq_flt.fits,117.0,lmc,NGC2173
827,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,30,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10fuq_flt.fits,118.0,lmc,NGC2203
828,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,800,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10fwq_flt.fits,118.0,lmc,NGC2203
829,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,700,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10g8q_flt.fits,118.0,lmc,NGC2203
830,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,700,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10gcq_flt.fits,118.0,lmc,NGC2203
831,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,550,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10ggq_flt.fits,118.0,lmc,NGC2203
832,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,120,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10grq_flt.fits,118.0,lmc,NGC2203
833,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,700,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10guq_flt.fits,118.0,lmc,NGC2203
834,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,700,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10gyq_flt.fits,118.0,lmc,NGC2203
835,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,700,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10h2q_flt.fits,118.0,lmc,NGC2203
836,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,700,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10h6q_flt.fits,118.0,lmc,NGC2203
906,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,30,2011-10-08,stage/ibhy10fuq_flt.fits,118.0,lmc,NGC2203
907,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,700,2011-10-08,stage/ibhy10g8q_flt.fits,118.0,lmc,NGC2203
908,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,700,2011-10-08,stage/ibhy10gcq_flt.fits,118.0,lmc,NGC2203
909,WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,550,2011-10-08,stage/ibhy10ggq_flt.fits,118.0,lmc,NGC2203
837,WFC3,UVIS,12257,NGC-2213,92.674583,-71.528111,...,...,Girardi,120,2011-11-29,clusters/WFC3/12257_NGC-2213/ibhy25kaq_flt.fits,119.0,lmc,NGC2213
838,WFC3,UVIS,12257,NGC-2213,92.674583,-71.528111,...,...,Girardi,30,2011-11-29,clusters/WFC3/12257_NGC-2213/ibhy25kbq_flt.fits,119.0,lmc ,NGC2213
839,WFC3,UVIS,12257,NGC-2213,92.674583,-71.528111,...,...,Girardi,700,2011-11-29,clusters/WFC3/12257_NGC-2213/ibhy25kcq_flt.fits,119.0,lmc,NGC2213
840,WFC3,UVIS,12257,NGC-2213,92.674583,-71.528111,...,...,Girardi,700,2011-11-29,clusters/WFC3/12257_NGC-2213/ibhy25kfq_flt.fits,119.0,lmc,NGC2213
841,WFC3,UVIS,12257,NGC-2213,92.674583,-71.528111,...,...,Girardi,720,2011-11-29,clusters/WFC3/12257_NGC-2213/ibhy25kjq_flt.fits,119.0,lmc,NGC2213
842,WFC3,UVIS,12257,NGC-2213,92.674583,-71.528111,...,...,Girardi,600,2011-11-29,clusters/WFC3/12257_NGC-2213/ibhy25knq_flt.fits,119.0,lmc,NGC2213
948,WFC3,UVIS,12257,NGC-2213,92.674583,-71.528111,...,...,Girardi,120,2011-11-29,stage/ibhy25kaq_flt.fits,119.0,lmc,NGC2213
949,WFC3,UVIS,12257,NGC-2213,92.674583,-71.528111,...,...,Girardi,30,2011-11-29,stage/ibhy25kbq_flt.fits,119.0,lmc,NGC2213
950,WFC3,UVIS,12257,NGC-2213,92.674583,-71.528111,...,...,Girardi,700,2011-11-29,stage/ibhy25kcq_flt.fits,119.0,lmc,NGC2213
951,WFC3,UVIS,12257,NGC-2213,92.674583,-71.528111,...,...,Girardi,700,2011-11-29,stage/ibhy25kfq_flt.fits,119.0,lmc,NGC2213
952,WFC3,UVIS,12257,NGC-2213,92.674583,-71.528111,...,...,Girardi,720,2011-11-29,stage/ibhy25kjq_flt.fits,119.0,lmc,NGC2213
953,WFC3,UVIS,12257,NGC-2213,92.674583,-71.528111,...,...,Girardi,600,2011-11-29,stage/ibhy25knq_flt.fits,119.0,lmc,NGC2213
864,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,51,2013-11-12,clusters/WFC3/13011_NGC-1856/ic1y01kcq_flt.fits,121.0,lmc,NGC1856
865,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,430,2013-11-12,clusters/WFC3/13011_NGC-1856/ic1y01kdq_flt.fits,121.0,lmc,NGC1856
866,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,430,2013-11-12,clusters/WFC3/13011_NGC-1856/ic1y01kfq_flt.fits,121.0,lmc,NGC1856
867,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,360,2013-11-12,clusters/WFC3/13011_NGC-1856/ic1y01khq_flt.fits,121.0,lmc,NGC1856
868,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,735,2013-11-12,clusters/WFC3/13011_NGC-1856/ic1y01kkq_flt.fits,121.0,lmc,NGC1856
869,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,450,2013-11-12,clusters/WFC3/13011_NGC-1856/ic1y01koq_flt.fits,121.0,lmc,NGC1856
870,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,185,2013-11-12,clusters/WFC3/13011_NGC-1856/ic1y01ktq_flt.fits,121.0,lmc,NGC1856
871,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,350,2013-11-12,clusters/WFC3/13011_NGC-1856/ic1y01kuq_flt.fits,121.0,lmc,NGC1856
872,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,350,2013-11-12,clusters/WFC3/13011_NGC-1856/ic1y01kwq_flt.fits,121.0,lmc,NGC1856
873,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,940,2013-11-12,clusters/WFC3/13011_NGC-1856/ic1y01kzq_flt.fits,121.0,lmc,NGC1856
874,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,940,2013-11-12,clusters/WFC3/13011_NGC-1856/ic1y01l3q_flt.fits,121.0,lmc,NGC1856
875,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,711,2014-02-09,clusters/WFC3/13379_NGC-1856/icb701osq_flt.fits,121.0,lmc,NGC1856
876,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,711,2014-02-09,clusters/WFC3/13379_NGC-1856/icb701owq_flt.fits,121.0,lmc,NGC1856
1053,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,51,2013-11-12,stage/ic1y01kcq_flt.fits,121.0,lmc,NGC1856
1054,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,430,2013-11-12,stage/ic1y01kdq_flt.fits,121.0,lmc,NGC1856
1055,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,430,2013-11-12,stage/ic1y01kfq_flt.fits,121.0,lmc,NGC1856
1056,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,360,2013-11-12,stage/ic1y01khq_flt.fits,121.0,lmc,NGC1856
1057,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,450,2013-11-12,stage/ic1y01koq_flt.fits,121.0,lmc,NGC1856
1058,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,185,2013-11-12,stage/ic1y01ktq_flt.fits,121.0,lmc,NGC1856
1059,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,350,2013-11-12,stage/ic1y01kuq_flt.fits,121.0,lmc,NGC1856
1060,WFC3,UVIS,13011,NGC-1856,77.376625,-69.129278,...,...,Puzia,350,2013-11-12,stage/ic1y01kwq_flt.fits,121.0,lmc,NGC1856
1158,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,90,2014-02-09,stage/icb701oqq_flt.fits,121.0,lmc,NGC1856
1159,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,711,2014-02-09,stage/icb701osq_flt.fits,121.0,lmc,NGC1856
1160,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,711,2014-02-09,stage/icb701owq_flt.fits,121.0,lmc,NGC1856
1161,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,704,2014-02-09,stage/icb701p0q_flt.fits,121.0,lmc,NGC1856
1162,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,90,2014-03-24,stage/icb702dvq_flt.fits,121.0,lmc,NGC1856
1163,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,711,2014-03-24,stage/icb702dxq_flt.fits,121.0,lmc,NGC1856
1164,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,711,2014-03-24,stage/icb702e1q_flt.fits,121.0,lmc,NGC1856
1165,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,704,2014-03-24,stage/icb702e5q_flt.fits,121.0,lmc,NGC1856
1166,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,90,2014-05-18,stage/icb703cyq_flt.fits,121.0,lmc,NGC1856
1167,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,711,2014-05-18,stage/icb703d0q_flt.fits,121.0,lmc,NGC1856
1168,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,711,2014-05-18,stage/icb703d5q_flt.fits,121.0,lmc,NGC1856
1169,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,704,2014-05-18,stage/icb703dtq_flt.fits,121.0,lmc,NGC1856
1170,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,711,2014-06-11,stage/icb704a4q_flt.fits,121.0,lmc,NGC1856
1171,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,704,2014-06-11,stage/icb704a8q_flt.fits,121.0,lmc,NGC1856
1172,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,90,2014-06-11,stage/icb704zxq_flt.fits,121.0,lmc,NGC1856
1173,WFC3,UVIS,13379,NGC-1856,77.376625,-69.129278,...,...,Milone,711,2014-06-11,stage/icb704zzq_flt.fits,121.0,lmc,NGC1856
1373,ACS,WFC,13379,NGC-1856,77.376625,-69.129278,CLEAR1L,F814W,Milone,42,2014-02-09,stage/jcb701orq_flt.fits,121.0,lmc,NGC1856
1374,ACS,WFC,13379,NGC-1856,77.376625,-69.129278,CLEAR1L,F814W,Milone,559,2014-02-09,stage/jcb701p1q_flt.fits,121.0,lmc,NGC1856
904,WFC3,UVIS,11714,NGC2019,82.986083,-70.1595,...,...,Bond,60,2009-10-28,stage/ib7791puq_flt.fits,125.0,lmc,NGC2019
905,WFC3,UVIS,11714,NGC2019,82.986083,-70.1595,...,...,Bond,60,2009-10-29,stage/ib7791pwq_flt.fits,125.0,lmc,NGC2019
1000,WFC3,UVIS,12326,SNR-B0509-67.5,77.379167,-67.521667,...,...,Noll,348,2010-11-04,stage/ibkx01mfq_flt.fits,126.0,lmc,NGC1846-FIELD
1001,WFC3,UVIS,12326,SNR-B0509-67.5,77.379167,-67.521667,...,...,Noll,400,2010-11-04,stage/ibkx01mgq_flt.fits,126.0,lmc,NGC1846-FIELD
1002,WFC3,UVIS,12326,SNR-B0509-67.5,77.379167,-67.521667,...,...,Noll,505,2010-11-04,stage/ibkx01miq_flt.fits,126.0,lmc,NGC1846-FIELD
1003,WFC3,UVIS,12326,SNR-B0509-67.5,77.379167,-67.521667,...,...,Noll,348,2010-11-04,stage/ibkx01mkq_flt.fits,126.0,lmc,NGC1846-FIELD
1004,WFC3,UVIS,12326,SNR-B0509-67.5,77.379167,-67.521667,...,...,Noll,400,2010-11-04,stage/ibkx01mmq_flt.fits,126.0,lmc,NGC1846-FIELD
