k,i,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname,s_region
407,709,ACS,WFC,9891,NGC2056,84.143542,-70.671456,CLEAR1L,F814W,Gilmore,120,2003-08-08,clusters/ACS/9891_NGC2056/j8ne72e9q_flt.fits,102.0,lmc,NGC2056,POLYGON J2000 84.12405560 -70.63970360 84.06154780 -70.65804760 84.16211200 -70.70316740 84.22466830 -70.68478910 84.12405560 -70.63970360 POLYGON J2000 84.12431600 -70.63921220 84.22795210 -70.68437470 84.29297760 -70.66550230 84.18929270 -70.62037650 84.12431600 -70.63921220
408,710,ACS,WFC,9891,NGC2107,85.80275,-70.640547,F555W,CLEAR2L,Gilmore,170,2003-10-07,clusters/ACS/9891_NGC2107/j8ne74qsq_flt.fits,103.0,lmc,NGC2107,POLYGON J2000 85.95802060 -70.62756670 85.87591020 -70.61878870 85.81215770 -70.67142840 85.89445530 -70.68023490 85.95802060 -70.62756670 POLYGON J2000 85.87450720 -70.61896770 85.79500880 -70.61064760 85.72972600 -70.66235950 85.80940180 -70.67070790 85.87450720 -70.61896770
409,711,ACS,WFC,9891,NGC2107,85.80275,-70.640547,CLEAR1L,F814W,Gilmore,120,2003-10-07,clusters/ACS/9891_NGC2107/j8ne74quq_flt.fits,103.0,lmc,NGC2107,POLYGON J2000 85.95802060 -70.62756670 85.87591020 -70.61878870 85.81215770 -70.67142840 85.89445530 -70.68023490 85.95802060 -70.62756670 POLYGON J2000 85.87450720 -70.61896770 85.79500880 -70.61064760 85.72972600 -70.66235950 85.80940180 -70.67070790 85.87450720 -70.61896770
424,724,ACS,WFC,9891,RETICULUM,69.038875,-58.861189,F555W,CLEAR2L,Gilmore,330,2003-09-21,clusters/ACS/9891_RETICULUM/j8ne43a3q_flt.fits,108.0,lmc,RETICULUM,POLYGON J2000 69.13693510 -58.84491790 69.08333700 -58.83783480 69.04887880 -58.89168680 69.10255330 -58.89878430 69.13693510 -58.84491790 POLYGON J2000 69.03057000 -58.83137810 68.99506670 -58.88434640 69.04702940 -58.89102470 69.08246000 -58.83804220 69.03057000 -58.83137810
425,725,ACS,WFC,9891,RETICULUM,69.038875,-58.861189,CLEAR1L,F814W,Gilmore,200,2003-09-21,clusters/ACS/9891_RETICULUM/j8ne43a7q_flt.fits,108.0,lmc,RETICULUM,POLYGON J2000 69.13693510 -58.84491790 69.08333700 -58.83783480 69.04887880 -58.89168680 69.10255330 -58.89878430 69.13693510 -58.84491790 POLYGON J2000 69.03057000 -58.83137810 68.99506670 -58.88434640 69.04702940 -58.89102470 69.08246000 -58.83804220 69.03057000 -58.83137810
777,1337,ACS,WFC,12519,J045218.08-671517.9,73.075333,-67.254972,F606W,CLEAR2L,Sahai,347,2012-03-22,stage/jbtc02d7q_flt.fits,146.0,lmc,LMC-FIELD-E-1,
778,1338,ACS,WFC,12519,J045218.08-671517.9,73.075333,-67.254972,CLEAR1L,F814W,Sahai,347,2012-03-22,stage/jbtc02d8q_flt.fits,146.0,lmc,LMC-FIELD-E-1,
779,1339,ACS,WFC,12519,J045218.08-671517.9,73.075333,-67.254972,CLEAR1L,F814W,Sahai,347,2012-03-22,stage/jbtc02dbq_flt.fits,146.0,lmc,LMC-FIELD-E-1,
780,1340,ACS,WFC,12519,J045218.08-671517.9,73.075333,-67.254972,F606W,CLEAR2L,Sahai,347,2012-03-22,stage/jbtc02ddq_flt.fits,146.0,lmc,LMC-FIELD-E-1,
781,1347,ACS,WFC,12941,ANY,73.294617,-67.245444,CLEAR1L,F814W,Stephens,1690,2013-01-29,stage/jc2o01jrq_flt.fits,147.0,lmc,LMC-FIELD-E-2,
782,1348,ACS,WFC,12941,ANY,73.296343,-67.245506,F555W,CLEAR2L,Stephens,280,2013-01-29,stage/jc2o01jxq_flt.fits,147.0,lmc,LMC-FIELD-E-2,
783,1349,ACS,WFC,12941,ANY,73.296343,-67.245506,F555W,CLEAR2L,Stephens,820,2013-01-29,stage/jc2o01k1q_flt.fits,147.0,lmc,LMC-FIELD-E-2,
784,1350,ACS,WFC,12941,ANY,73.29807,-67.245568,CLEAR1L,F814W,Stephens,1353,2013-01-29,stage/jc2o01k7q_flt.fits,147.0,lmc,LMC-FIELD-E-2,
822,1356,ACS,WFC,12941,ANY,83.600957,-68.675726,CLEAR1L,F814W,Stephens,1692,2012-10-31,stage/jc2o07qvq_flt.fits,149.0,lmc,HS357,
823,1357,ACS,WFC,12941,ANY,83.600798,-68.675058,F555W,CLEAR2L,Stephens,805,2012-10-31,stage/jc2o07r1q_flt.fits,149.0,lmc,HS357,
824,1358,ACS,WFC,12941,ANY,83.600798,-68.675058,F555W,CLEAR2L,Stephens,980,2012-10-31,stage/jc2o07r5q_flt.fits,149.0,lmc,HS357,
825,1359,ACS,WFC,12941,ANY,83.60064,-68.67439,CLEAR1L,F814W,Stephens,2038,2012-10-31,stage/jc2o07r9q_flt.fits,149.0,lmc,HS357,
826,1360,ACS,WFC,12941,ANY,83.599857,-68.675379,CLEAR1L,F814W,Stephens,460,2012-10-31,stage/jc2o07rxq_flt.fits,149.0,lmc,HS357,
837,169,ACS,WFC,10396,SFH-8,10.45,-71.0625,CLEAR1L,F814W,Gallagher,10,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114f5q_flt.fits,28.0,smc,SMC-FIELD-NE,
838,170,ACS,WFC,10396,SFH-8,10.45,-71.0625,CLEAR1L,F814W,Gallagher,10,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114f7q_flt.fits,28.0,smc,SMC-FIELD-NE,
839,171,ACS,WFC,10396,SFH-8,10.45,-71.0625,CLEAR1L,F814W,Gallagher,474,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114f8q_flt.fits,28.0,smc,SMC-FIELD-NE,
840,172,ACS,WFC,10396,SFH-8,10.45,-71.0625,CLEAR1L,F814W,Gallagher,474,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114faq_flt.fits,28.0,smc,SMC-FIELD-NE,
841,173,ACS,WFC,10396,SFH-8,10.45,-71.0625,CLEAR1L,F814W,Gallagher,474,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114fcq_flt.fits,28.0,smc,SMC-FIELD-NE,
842,174,ACS,WFC,10396,SFH-8,10.45,-71.0625,CLEAR1L,F814W,Gallagher,474,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114feq_flt.fits,28.0,smc,SMC-FIELD-NE,
843,175,ACS,WFC,10396,SFH-8,10.45,-71.0625,F555W,CLEAR2L,Gallagher,20,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114fhq_flt.fits,28.0,smc,SMC-FIELD-NE,
844,176,ACS,WFC,10396,SFH-8,10.45,-71.0625,F555W,CLEAR2L,Gallagher,20,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114fjq_flt.fits,28.0,smc,SMC-FIELD-NE,
845,177,ACS,WFC,10396,SFH-8,10.45,-71.0625,F555W,CLEAR2L,Gallagher,496,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114fkq_flt.fits,28.0,smc,SMC-FIELD-NE,
846,178,ACS,WFC,10396,SFH-8,10.45,-71.0625,F555W,CLEAR2L,Gallagher,496,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114fmq_flt.fits,28.0,smc,SMC-FIELD-NE,
847,179,ACS,WFC,10396,SFH-8,10.45,-71.0625,F555W,CLEAR2L,Gallagher,496,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114foq_flt.fits,28.0,smc,SMC-FIELD-NE,
848,180,ACS,WFC,10396,SFH-8,10.45,-71.0625,F555W,CLEAR2L,Gallagher,496,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114fqq_flt.fits,28.0,smc,SMC-FIELD-NE,
849,181,ACS,WFC,12581,ANY,18.16315,-72.747753,CLEAR1L,F814W,Roman-Duval,1,2012-07-25,smc_fields/ACS/12581_ANY/jbp507ptq_flt.fits,29.0,smc,BRUCK143,
850,182,ACS,WFC,12581,ANY,18.16315,-72.747753,CLEAR1L,F814W,Roman-Duval,950,2012-07-25,smc_fields/ACS/12581_ANY/jbp507qmq_flt.fits,29.0,smc,BRUCK143,
851,183,ACS,WFC,12581,ANY,18.16315,-72.747753,CLEAR1L,F814W,Roman-Duval,500,2012-07-25,smc_fields/ACS/12581_ANY/jbp507qrq_flt.fits,29.0,smc,BRUCK143,
852,184,ACS,WFC,12581,ANY,18.16315,-72.747753,CLEAR1L,F814W,Roman-Duval,980,2012-07-25,smc_fields/ACS/12581_ANY/jbp507qxq_flt.fits,29.0,smc,BRUCK143,
853,185,ACS,WFC,12581,ANY,18.16315,-72.747753,CLEAR1L,F814W,Roman-Duval,1030,2012-07-25,smc_fields/ACS/12581_ANY/jbp507r2q_flt.fits,29.0,smc,BRUCK143,
854,186,ACS,WFC,12581,ANY,18.16315,-72.747753,F475W,CLEAR2L,Roman-Duval,1100,2012-07-25,smc_fields/ACS/12581_ANY/jbp507r8q_flt.fits,29.0,smc,BRUCK143,
855,187,ACS,WFC,12581,ANY,18.16315,-72.747753,F475W,CLEAR2L,Roman-Duval,600,2012-07-25,smc_fields/ACS/12581_ANY/jbp507req_flt.fits,29.0,smc,BRUCK143,
856,188,ACS,WFC,12581,ANY,18.16315,-72.747753,F475W,CLEAR2L,Roman-Duval,680,2012-07-25,smc_fields/ACS/12581_ANY/jbp507rkq_flt.fits,29.0,smc,BRUCK143,
857,189,ACS,WFC,12581,ANY,18.16315,-72.747753,F475W,CLEAR2L,Roman-Duval,600,2012-07-25,smc_fields/ACS/12581_ANY/jbp507rpq_flt.fits,29.0,smc,BRUCK143,
858,190,ACS,WFC,12581,ANY,18.16315,-72.747753,F475W,CLEAR2L,Roman-Duval,600,2012-07-25,smc_fields/ACS/12581_ANY/jbp507rvq_flt.fits,29.0,smc,BRUCK143,
859,191,ACS,WFC,12581,ANY,18.087122,-72.765181,CLEAR1L,F814W,Roman-Duval,1,2012-07-25,smc_fields/ACS/12581_ANY/jbp507s4q_flt.fits,29.0,smc,BRUCK143,
860,203,ACS,WFC,12908,ANY,8.499978,-73.155742,CLEAR1L,F814W,Goudfrooij,136,2013-05-21,smc_fields/ACS/12908_ANY/jbyl03mzq_flt.fits,31.0,smc,NGC152-FIELD,
861,204,ACS,WFC,12908,ANY,8.499978,-73.155742,CLEAR1L,F435W,Goudfrooij,720,2013-05-22,smc_fields/ACS/12908_ANY/jbyl03n4q_flt.fits,31.0,smc,NGC152-FIELD,
862,205,ACS,WFC,12908,ANY,8.497786,-73.155521,CLEAR1L,F435W,Goudfrooij,740,2013-05-22,smc_fields/ACS/12908_ANY/jbyl03n8q_flt.fits,31.0,smc,NGC152-FIELD,
863,206,ACS,WFC,12908,ANY,8.497786,-73.155521,CLEAR1L,F814W,Goudfrooij,438,2013-05-22,smc_fields/ACS/12908_ANY/jbyl03ndq_flt.fits,31.0,smc,NGC152-FIELD,
870,213,ACS,WFC,13476,ANY,9.750401,-73.191294,CLEAR1L,F814W,Kallivayalil,341,2013-10-01,smc_fields/ACS/13476_ANY/jcc204fwq_flt.fits,35.0,smc,SMC-FIELD-SW,
871,214,ACS,WFC,13476,ANY,9.75408,-73.190945,F606W,CLEAR2L,Kallivayalil,348,2013-10-01,smc_fields/ACS/13476_ANY/jcc204fyq_flt.fits,35.0,smc,SMC-FIELD-SW,
872,215,ACS,WFC,13476,ANY,9.756931,-73.19169,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc204g1q_flt.fits,35.0,smc,SMC-FIELD-SW,
873,216,ACS,WFC,13476,ANY,9.756104,-73.192784,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc204g4q_flt.fits,35.0,smc,SMC-FIELD-SW,
874,217,ACS,WFC,13476,ANY,9.752424,-73.193133,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc204g7q_flt.fits,35.0,smc,SMC-FIELD-SW,
875,218,ACS,WFC,13476,ANY,9.749573,-73.192388,CLEAR1L,F814W,Kallivayalil,348,2013-10-01,smc_fields/ACS/13476_ANY/jcc204gaq_flt.fits,35.0,smc,SMC-FIELD-SW,
876,219,ACS,WFC,13476,ANY,11.05301,-72.780941,CLEAR1L,F814W,Kallivayalil,341,2013-10-01,smc_fields/ACS/13476_ANY/jcc207h5q_flt.fits,36.0,smc,KRON21-FIELD,
877,220,ACS,WFC,13476,ANY,11.056581,-72.780571,F606W,CLEAR2L,Kallivayalil,348,2013-10-01,smc_fields/ACS/13476_ANY/jcc207h7q_flt.fits,36.0,smc,KRON21-FIELD,
878,221,ACS,WFC,13476,ANY,11.059415,-72.7813,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc207haq_flt.fits,36.0,smc,KRON21-FIELD,
879,222,ACS,WFC,13476,ANY,11.058677,-72.782398,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc207hdq_flt.fits,36.0,smc,KRON21-FIELD,
880,223,ACS,WFC,13476,ANY,11.055106,-72.782768,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc207hgq_flt.fits,36.0,smc,KRON21-FIELD,
881,224,ACS,WFC,13476,ANY,11.052273,-72.782039,CLEAR1L,F814W,Kallivayalil,348,2013-10-01,smc_fields/ACS/13476_ANY/jcc207hjq_flt.fits,36.0,smc,KRON21-FIELD,
882,225,ACS,WFC,13476,ANY,11.000964,-74.785788,CLEAR1L,F814W,Kallivayalil,341,2013-10-13,smc_fields/ACS/13476_ANY/jcc208iwq_flt.fits,37.0,smc,SMC-FIELD-S,
883,226,ACS,WFC,13476,ANY,11.005186,-74.785626,F606W,CLEAR2L,Kallivayalil,348,2013-10-13,smc_fields/ACS/13476_ANY/jcc208iyq_flt.fits,37.0,smc,SMC-FIELD-S,
884,227,ACS,WFC,13476,ANY,11.007797,-74.7865,F606W,CLEAR2L,Kallivayalil,368,2013-10-13,smc_fields/ACS/13476_ANY/jcc208j1q_flt.fits,37.0,smc,SMC-FIELD-S,
885,228,ACS,WFC,13476,ANY,11.006187,-74.787537,F606W,CLEAR2L,Kallivayalil,368,2013-10-13,smc_fields/ACS/13476_ANY/jcc208j4q_flt.fits,37.0,smc,SMC-FIELD-S,
886,229,ACS,WFC,13476,ANY,11.001965,-74.787699,F606W,CLEAR2L,Kallivayalil,368,2013-10-13,smc_fields/ACS/13476_ANY/jcc208j7q_flt.fits,37.0,smc,SMC-FIELD-S,
887,230,ACS,WFC,13476,ANY,10.999353,-74.786825,CLEAR1L,F814W,Kallivayalil,348,2013-10-13,smc_fields/ACS/13476_ANY/jcc208jaq_flt.fits,37.0,smc,SMC-FIELD-S,
888,231,ACS,WFC,13476,ANY,13.309537,-73.596869,CLEAR1L,F814W,Kallivayalil,341,2013-10-01,smc_fields/ACS/13476_ANY/jcc209hoq_flt.fits,38.0,smc,NGC294-FIELD,
889,232,ACS,WFC,13476,ANY,13.313437,-73.596666,F606W,CLEAR2L,Kallivayalil,348,2013-10-01,smc_fields/ACS/13476_ANY/jcc209hqq_flt.fits,38.0,smc,NGC294-FIELD,
890,233,ACS,WFC,13476,ANY,13.315975,-73.597515,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc209htq_flt.fits,38.0,smc,NGC294-FIELD,
891,234,ACS,WFC,13476,ANY,13.314614,-73.598567,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc209hwq_flt.fits,38.0,smc,NGC294-FIELD,
892,235,ACS,WFC,13476,ANY,13.310714,-73.59877,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc209hzq_flt.fits,38.0,smc,NGC294-FIELD,
893,236,ACS,WFC,13476,ANY,13.308176,-73.597921,CLEAR1L,F814W,Kallivayalil,348,2013-10-01,smc_fields/ACS/13476_ANY/jcc209i5q_flt.fits,38.0,smc,NGC294-FIELD,
906,249,ACS,WFC,13476,ANY,17.448938,-72.280852,CLEAR1L,F814W,Kallivayalil,341,2014-01-07,smc_fields/ACS/13476_ANY/jcc220htq_flt.fits,41.0,smc,HW61,
907,250,ACS,WFC,13476,ANY,17.450343,-72.281887,F606W,CLEAR2L,Kallivayalil,348,2014-01-07,smc_fields/ACS/13476_ANY/jcc220hvq_flt.fits,41.0,smc,HW61,
908,251,ACS,WFC,13476,ANY,17.448105,-72.282765,F606W,CLEAR2L,Kallivayalil,368,2014-01-07,smc_fields/ACS/13476_ANY/jcc220hyq_flt.fits,41.0,smc,HW61,
909,252,ACS,WFC,13476,ANY,17.444462,-72.282608,F606W,CLEAR2L,Kallivayalil,368,2014-01-07,smc_fields/ACS/13476_ANY/jcc220i1q_flt.fits,41.0,smc,HW61,
910,253,ACS,WFC,13476,ANY,17.443057,-72.281573,F606W,CLEAR2L,Kallivayalil,368,2014-01-07,smc_fields/ACS/13476_ANY/jcc220i4q_flt.fits,41.0,smc,HW61,
911,254,ACS,WFC,13476,ANY,17.445295,-72.280695,CLEAR1L,F814W,Kallivayalil,348,2014-01-07,smc_fields/ACS/13476_ANY/jcc220i7q_flt.fits,41.0,smc,HW61,
912,255,ACS,WFC,13476,ANY,18.37953,-71.833753,CLEAR1L,F814W,Kallivayalil,341,2014-01-07,smc_fields/ACS/13476_ANY/jcc221ifq_flt.fits,42.0,smc,IC1660-FIELD,
913,256,ACS,WFC,13476,ANY,18.380957,-71.834781,F606W,CLEAR2L,Kallivayalil,348,2014-01-07,smc_fields/ACS/13476_ANY/jcc221ihq_flt.fits,42.0,smc,IC1660-FIELD,
914,257,ACS,WFC,13476,ANY,18.37882,-71.83567,F606W,CLEAR2L,Kallivayalil,368,2014-01-07,smc_fields/ACS/13476_ANY/jcc221ikq_flt.fits,42.0,smc,IC1660-FIELD,
915,258,ACS,WFC,13476,ANY,18.375256,-71.835532,F606W,CLEAR2L,Kallivayalil,368,2014-01-07,smc_fields/ACS/13476_ANY/jcc221inq_flt.fits,42.0,smc,IC1660-FIELD,
916,259,ACS,WFC,13476,ANY,18.373829,-71.834504,F606W,CLEAR2L,Kallivayalil,368,2014-01-07,smc_fields/ACS/13476_ANY/jcc221iqq_flt.fits,42.0,smc,IC1660-FIELD,
917,260,ACS,WFC,13476,ANY,18.375965,-71.833615,CLEAR1L,F814W,Kallivayalil,348,2014-01-07,smc_fields/ACS/13476_ANY/jcc221itq_flt.fits,42.0,smc,IC1660-FIELD,
918,192,ACS,WFC,12581,ANY,18.605856,-73.412972,CLEAR1L,F814W,Roman-Duval,1,2012-09-15,smc_fields/ACS/12581_ANY/jbp509k6q_flt.fits,44.0,smc,SMC-FIELD-W,
919,193,ACS,WFC,12581,ANY,18.605856,-73.412972,CLEAR1L,F814W,Roman-Duval,950,2012-09-15,smc_fields/ACS/12581_ANY/jbp509kcq_flt.fits,44.0,smc,SMC-FIELD-W,
920,194,ACS,WFC,12581,ANY,18.605856,-73.412972,CLEAR1L,F814W,Roman-Duval,500,2012-09-15,smc_fields/ACS/12581_ANY/jbp509kgq_flt.fits,44.0,smc,SMC-FIELD-W,
921,195,ACS,WFC,12581,ANY,18.605856,-73.412972,CLEAR1L,F814W,Roman-Duval,980,2012-09-15,smc_fields/ACS/12581_ANY/jbp509kmq_flt.fits,44.0,smc,SMC-FIELD-W,
922,196,ACS,WFC,12581,ANY,18.605856,-73.412972,CLEAR1L,F814W,Roman-Duval,1030,2012-09-15,smc_fields/ACS/12581_ANY/jbp509krq_flt.fits,44.0,smc,SMC-FIELD-W,
923,197,ACS,WFC,12581,ANY,18.605856,-73.412972,F475W,CLEAR2L,Roman-Duval,1100,2012-09-15,smc_fields/ACS/12581_ANY/jbp509kxq_flt.fits,44.0,smc,SMC-FIELD-W,
924,198,ACS,WFC,12581,ANY,18.605856,-73.412972,F475W,CLEAR2L,Roman-Duval,600,2012-09-15,smc_fields/ACS/12581_ANY/jbp509l3q_flt.fits,44.0,smc,SMC-FIELD-W,
925,199,ACS,WFC,12581,ANY,18.605856,-73.412972,F475W,CLEAR2L,Roman-Duval,680,2012-09-15,smc_fields/ACS/12581_ANY/jbp509l9q_flt.fits,44.0,smc,SMC-FIELD-W,
926,200,ACS,WFC,12581,ANY,18.605856,-73.412972,F475W,CLEAR2L,Roman-Duval,600,2012-09-15,smc_fields/ACS/12581_ANY/jbp509leq_flt.fits,44.0,smc,SMC-FIELD-W,
927,201,ACS,WFC,12581,ANY,18.605856,-73.412972,F475W,CLEAR2L,Roman-Duval,600,2012-09-15,smc_fields/ACS/12581_ANY/jbp509lkq_flt.fits,44.0,smc,SMC-FIELD-W,
928,202,ACS,WFC,12581,ANY,18.509674,-73.405393,CLEAR1L,F814W,Roman-Duval,1,2012-09-15,smc_fields/ACS/12581_ANY/jbp509ltq_flt.fits,44.0,smc,SMC-FIELD-W,
929,261,ACS,WFC,13476,ANY,18.514486,-73.469217,CLEAR1L,F814W,Kallivayalil,341,2013-10-04,smc_fields/ACS/13476_ANY/jcc222xjq_flt.fits,44.0,smc,SMC-FIELD-W,
930,262,ACS,WFC,13476,ANY,18.518412,-73.469138,F606W,CLEAR2L,Kallivayalil,348,2013-10-04,smc_fields/ACS/13476_ANY/jcc222xlq_flt.fits,44.0,smc,SMC-FIELD-W,
931,263,ACS,WFC,13476,ANY,18.520586,-73.470061,F606W,CLEAR2L,Kallivayalil,368,2013-10-04,smc_fields/ACS/13476_ANY/jcc222xoq_flt.fits,44.0,smc,SMC-FIELD-W,
932,264,ACS,WFC,13476,ANY,18.518835,-73.471063,F606W,CLEAR2L,Kallivayalil,368,2013-10-04,smc_fields/ACS/13476_ANY/jcc222xrq_flt.fits,44.0,smc,SMC-FIELD-W,
933,265,ACS,WFC,13476,ANY,18.514909,-73.471143,F606W,CLEAR2L,Kallivayalil,368,2013-10-04,smc_fields/ACS/13476_ANY/jcc222xuq_flt.fits,44.0,smc,SMC-FIELD-W,
934,266,ACS,WFC,13476,ANY,18.512735,-73.47022,CLEAR1L,F814W,Kallivayalil,348,2013-10-04,smc_fields/ACS/13476_ANY/jcc222xxq_flt.fits,44.0,smc,SMC-FIELD-W,
995,311,ACS,WFC,10126,NGC-265,11.79625,-73.477806,CLEAR1L,F435W,Olszewski,440,2004-11-08,clusters/ACS/10126_NGC-265/j90601a7q_flt.fits,50.0,smc,NGC265,POLYGON 11.8980807 -73.47842164 11.72685481 -73.45180176 11.68678881 -73.47729198 11.86182328 -73.50368988 11.8980807 -73.47842164 11.8980807 -73.47842164
996,312,ACS,WFC,10126,NGC-265,11.79625,-73.477806,F555W,CLEAR2L,Olszewski,440,2004-11-08,clusters/ACS/10126_NGC-265/j90601a8q_flt.fits,50.0,smc,NGC265,POLYGON 11.8980807 -73.47842164 11.72685481 -73.45180176 11.68678881 -73.47729198 11.86182328 -73.50368988 11.8980807 -73.47842164 11.8980807 -73.47842164
997,313,ACS,WFC,10126,NGC-265,11.79625,-73.477806,F555W,CLEAR2L,Olszewski,120,2004-11-08,clusters/ACS/10126_NGC-265/j90601abq_flt.fits,50.0,smc,NGC265,POLYGON 11.8980807 -73.47842164 11.72685481 -73.45180176 11.68678881 -73.47729198 11.86182328 -73.50368988 11.8980807 -73.47842164 11.8980807 -73.47842164
998,314,ACS,WFC,10126,NGC-265,11.79625,-73.477806,CLEAR1L,F814W,Olszewski,440,2004-11-08,clusters/ACS/10126_NGC-265/j90601acq_flt.fits,50.0,smc,NGC265,POLYGON 11.8980807 -73.47842164 11.72685481 -73.45180176 11.68678881 -73.47729198 11.86182328 -73.50368988 11.8980807 -73.47842164 11.8980807 -73.47842164
999,315,ACS,WFC,10126,NGC-265,11.79625,-73.477806,CLEAR1L,F814W,Olszewski,120,2004-11-08,clusters/ACS/10126_NGC-265/j90601afq_flt.fits,50.0,smc,NGC265,POLYGON 11.8980807 -73.47842164 11.72685481 -73.45180176 11.68678881 -73.47729198 11.86182328 -73.50368988 11.8980807 -73.47842164 11.8980807 -73.47842164
1000,716,ACS,WFC,9891,NGC265,11.798542,-73.477081,F555W,CLEAR2L,Gilmore,29,2003-08-24,clusters/ACS/9891_NGC265/j8ne13lhq_flt.fits,50.0,smc,NGC265,POLYGON J2000 11.82841480 -73.52600290 11.97950570 -73.48888870 11.90852530 -73.46859670 11.75746010 -73.50565990 11.82841480 -73.52600290 POLYGON J2000 11.75577220 -73.50460060 11.90678110 -73.46854220 11.83780690 -73.44905240 11.68682520 -73.48506130 11.75577220 -73.50460060
1001,717,ACS,WFC,9891,NGC265,11.798542,-73.477081,CLEAR1L,F814W,Gilmore,29,2003-08-24,clusters/ACS/9891_NGC265/j8ne13ljq_flt.fits,50.0,smc,NGC265,POLYGON J2000 11.82841480 -73.52600290 11.97950570 -73.48888870 11.90852530 -73.46859670 11.75746010 -73.50565990 11.82841480 -73.52600290 POLYGON J2000 11.75577220 -73.50460060 11.90678110 -73.46854220 11.83780690 -73.44905240 11.68682520 -73.48506130 11.75577220 -73.50460060
1002,316,ACS,WFC,10126,NGC-290,12.813333,-73.162194,F555W,CLEAR2L,Olszewski,440,2004-10-30,clusters/ACS/10126_NGC-290/j90604ktq_flt.fits,51.0,smc,NGC290,POLYGON 12.91320635 -73.16078866 12.73910816 -73.13763007 12.70599589 -73.16385344 12.88379134 -73.18671425 12.91320635 -73.16078866 12.91320635 -73.16078866
1003,317,ACS,WFC,10126,NGC-290,12.813333,-73.162194,F555W,CLEAR2L,Olszewski,120,2004-10-30,clusters/ACS/10126_NGC-290/j90604kwq_flt.fits,51.0,smc,NGC290,POLYGON 12.91320635 -73.16078866 12.73910816 -73.13763007 12.70599589 -73.16385344 12.88379134 -73.18671425 12.91320635 -73.16078866 12.91320635 -73.16078866
1004,318,ACS,WFC,10126,NGC-290,12.813333,-73.162194,CLEAR1L,F814W,Olszewski,440,2004-10-30,clusters/ACS/10126_NGC-290/j90604kxq_flt.fits,51.0,smc,NGC290,POLYGON 12.91320635 -73.16078866 12.73910816 -73.13763007 12.70599589 -73.16385344 12.88379134 -73.18671425 12.91320635 -73.16078866 12.91320635 -73.16078866
1005,319,ACS,WFC,10126,NGC-290,12.813333,-73.162194,CLEAR1L,F814W,Olszewski,120,2004-10-30,clusters/ACS/10126_NGC-290/j90604l0q_flt.fits,51.0,smc,NGC290,POLYGON 12.91320635 -73.16078866 12.73910816 -73.13763007 12.70599589 -73.16385344 12.88379134 -73.18671425 12.91320635 -73.16078866 12.91320635 -73.16078866
1006,320,ACS,WFC,10248,ANY,14.677939,-72.329355,F555W,CLEAR2L,Nota,400,2004-07-17,clusters/ACS/10248_ANY/j92f04gsq_flt.fits,52.0,smc,SMC-FIELD-N,POLYGON J2000 14.70024210 -72.30146630 14.70014308 -72.30171216 14.69933420 -72.30169910 14.69932780 -72.30171498 14.69920175 -72.30202791 14.69879458 -72.30202228 14.69891250 -72.30175880 14.60800090 -72.30048090 14.60789060 -72.30072462 14.60709160 -72.30071320 14.60708265 -72.30073297 14.58187710 -72.35624850 14.58356409 -72.35627275 14.58355500 -72.35629270 14.67474410 -72.35758180 14.69487939 -72.31275184 14.67658530 -72.35800010 14.67827052 -72.35802741 14.67826400 -72.35804350 14.77257980 -72.35954910 14.79503490 -72.30323690 14.79416284 -72.30322324 14.79426690 -72.30296150 14.70024210 -72.30146630
