k,i,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname,s_region
1236,386,ACS,WFC,10248,NGC602,22.364875,-73.554761,F555W,CLEAR2L,Nota,3,2004-07-14,clusters/ACS/10248_NGC602/j92f05liq_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1237,387,ACS,WFC,10248,NGC602,22.364875,-73.554761,F555W,CLEAR2L,Nota,430,2004-07-14,clusters/ACS/10248_NGC602/j92f05ljq_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1238,388,ACS,WFC,10248,NGC602,22.364875,-73.554761,F555W,CLEAR2L,Nota,430,2004-07-14,clusters/ACS/10248_NGC602/j92f05lqq_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1239,389,ACS,WFC,10248,NGC602,22.364875,-73.554761,F555W,CLEAR2L,Nota,430,2004-07-14,clusters/ACS/10248_NGC602/j92f05lsq_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1240,390,ACS,WFC,10248,NGC602,22.364875,-73.554761,F555W,CLEAR2L,Nota,430,2004-07-14,clusters/ACS/10248_NGC602/j92f05luq_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1241,391,ACS,WFC,10248,NGC602,22.364875,-73.554761,F555W,CLEAR2L,Nota,430,2004-07-14,clusters/ACS/10248_NGC602/j92f05moq_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1242,392,ACS,WFC,10248,NGC602,22.364875,-73.554761,CLEAR1L,F814W,Nota,2,2004-07-14,clusters/ACS/10248_NGC602/j92f05msq_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1243,393,ACS,WFC,10248,NGC602,22.364875,-73.554761,CLEAR1L,F814W,Nota,453,2004-07-14,clusters/ACS/10248_NGC602/j92f05mtq_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1244,394,ACS,WFC,10248,NGC602,22.364875,-73.554761,CLEAR1L,F814W,Nota,453,2004-07-14,clusters/ACS/10248_NGC602/j92f05mxq_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1245,395,ACS,WFC,10248,NGC602,22.364875,-73.554761,CLEAR1L,F814W,Nota,453,2004-07-14,clusters/ACS/10248_NGC602/j92f05n3q_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1246,396,ACS,WFC,10248,NGC602,22.364875,-73.554761,CLEAR1L,F814W,Nota,453,2004-07-14,clusters/ACS/10248_NGC602/j92f05n7q_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1247,397,ACS,WFC,10248,NGC602,22.364875,-73.554761,CLEAR1L,F814W,Nota,453,2004-07-14,clusters/ACS/10248_NGC602/j92f05n9q_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1248,398,ACS,WFC,10248,NGC602,22.364875,-73.554761,CLEAR1L,F814W,Nota,2,2004-07-18,clusters/ACS/10248_NGC602/j92fa6qzq_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1249,399,ACS,WFC,10248,NGC602,22.364875,-73.554761,F555W,CLEAR2L,Nota,3,2004-07-18,clusters/ACS/10248_NGC602/j92fa6r7q_flt.fits,107.0,smc,NGC602,POLYGON 22.4778836 -73.52491747 22.28041421 -73.52955444 22.27580976 -73.58506662 22.47909438 -73.58177124 22.4778836 -73.52491747 22.4778836 -73.52491747
1250,722,ACS,WFC,9891,NGC602,22.382667,-73.561828,F555W,CLEAR2L,Gilmore,29,2003-08-16,clusters/ACS/9891_NGC602/j8ne33gwq_flt.fits,107.0,smc,NGC602,POLYGON J2000 22.47711660 -73.54365090 22.38885750 -73.53182200 22.28821170 -73.58010110 22.37665270 -73.59197210 22.47711660 -73.54365090 POLYGON J2000 22.56993410 -73.55593100 22.47883100 -73.54353680 22.37950400 -73.59281030 22.47080040 -73.60524730 22.56993410 -73.55593100
1251,723,ACS,WFC,9891,NGC602,22.382667,-73.561828,CLEAR1L,F814W,Gilmore,29,2003-08-16,clusters/ACS/9891_NGC602/j8ne33gzq_flt.fits,107.0,smc,NGC602,POLYGON J2000 22.47711660 -73.54365090 22.38885750 -73.53182200 22.28821170 -73.58010110 22.37665270 -73.59197210 22.47711660 -73.54365090 POLYGON J2000 22.56993410 -73.55593100 22.47883100 -73.54353680 22.37950400 -73.59281030 22.47080040 -73.60524730 22.56993410 -73.55593100
1290,1263,ACS,WFC,10126,SMCJ004802-732058,12.01125,-73.349694,F555W,CLEAR2L,Olszewski,440,2004-11-13,stage/j90602ayq_flt.fits,140.0,smc,NGC265-FIELD,
1291,1264,ACS,WFC,10126,SMCJ004802-732058,12.01125,-73.349694,F555W,CLEAR2L,Olszewski,120,2004-11-13,stage/j90602b1q_flt.fits,140.0,smc,NGC265-FIELD,
1292,1265,ACS,WFC,10126,SMCJ004802-732058,12.01125,-73.349694,CLEAR1L,F814W,Olszewski,440,2004-11-13,stage/j90602b2q_flt.fits,140.0,smc,NGC265-FIELD,
1293,1266,ACS,WFC,10126,SMCJ004802-732058,12.01125,-73.349694,CLEAR1L,F814W,Olszewski,120,2004-11-13,stage/j90602b5q_flt.fits,140.0,smc,NGC265-FIELD,
1298,1271,ACS,WFC,10396,SFH-9,20.470833,-73.312778,CLEAR1L,F814W,Gallagher,10,2005-11-21,stage/j96115ejq_flt.fits,142.0,smc,SMC-FIELD-BRIDGE,
1299,1272,ACS,WFC,10396,SFH-9,20.470833,-73.312778,CLEAR1L,F814W,Gallagher,10,2005-11-21,stage/j96115elq_flt.fits,142.0,smc,SMC-FIELD-BRIDGE,
1300,1273,ACS,WFC,10396,SFH-9,20.470833,-73.312778,CLEAR1L,F814W,Gallagher,474,2005-11-21,stage/j96115emq_flt.fits,142.0,smc,SMC-FIELD-BRIDGE,
1301,1274,ACS,WFC,10396,SFH-9,20.470833,-73.312778,CLEAR1L,F814W,Gallagher,474,2005-11-21,stage/j96115eoq_flt.fits,142.0,smc,SMC-FIELD-BRIDGE,
1302,1275,ACS,WFC,10396,SFH-9,20.470833,-73.312778,CLEAR1L,F814W,Gallagher,474,2005-11-21,stage/j96115exq_flt.fits,142.0,smc,SMC-FIELD-BRIDGE,
1303,1276,ACS,WFC,10396,SFH-9,20.470833,-73.312778,CLEAR1L,F814W,Gallagher,474,2005-11-21,stage/j96115ezq_flt.fits,142.0,smc,SMC-FIELD-BRIDGE,
1304,1277,ACS,WFC,10396,SFH-9,20.470833,-73.312778,F555W,CLEAR2L,Gallagher,20,2005-11-21,stage/j96115f2q_flt.fits,142.0,smc,SMC-FIELD-BRIDGE,
1305,1278,ACS,WFC,10396,SFH-9,20.470833,-73.312778,F555W,CLEAR2L,Gallagher,20,2005-11-21,stage/j96115f4q_flt.fits,142.0,smc,SMC-FIELD-BRIDGE,
1306,1279,ACS,WFC,10396,SFH-9,20.470833,-73.312778,F555W,CLEAR2L,Gallagher,496,2005-11-21,stage/j96115f5q_flt.fits,142.0,smc,SMC-FIELD-BRIDGE,
1307,1280,ACS,WFC,10396,SFH-9,20.470833,-73.312778,F555W,CLEAR2L,Gallagher,496,2005-11-21,stage/j96115f7q_flt.fits,142.0,smc,SMC-FIELD-BRIDGE,
1308,1281,ACS,WFC,10396,SFH-9,20.470833,-73.312778,F555W,CLEAR2L,Gallagher,496,2005-11-21,stage/j96115f9q_flt.fits,142.0,smc,SMC-FIELD-BRIDGE,
1309,1282,ACS,WFC,10396,SFH-9,20.470833,-73.312778,F555W,CLEAR2L,Gallagher,496,2005-11-21,stage/j96115fbq_flt.fits,142.0,smc,SMC-FIELD-BRIDGE,
1330,1327,ACS,WFC,12257,ANY,16.97492,-71.860705,F475W,CLEAR2L,Girardi,90,2011-08-28,stage/jbhy12n4q_flt.fits,145.0,smc,NGC411-FIELD,
1331,1328,ACS,WFC,12257,ANY,16.97492,-71.860705,F475W,CLEAR2L,Girardi,500,2011-08-28,stage/jbhy12n6q_flt.fits,145.0,smc,NGC411-FIELD,
1332,1329,ACS,WFC,12257,ANY,16.974775,-71.86069,F475W,CLEAR2L,Girardi,700,2011-08-28,stage/jbhy12naq_flt.fits,145.0,smc,NGC411-FIELD,
1333,1330,ACS,WFC,12257,ANY,16.974825,-71.860662,F475W,CLEAR2L,Girardi,700,2011-08-28,stage/jbhy12neq_flt.fits,145.0,smc,NGC411-FIELD,
1334,1331,ACS,WFC,12257,ANY,16.973374,-71.859912,F475W,CLEAR2L,Girardi,500,2011-08-28,stage/jbhy12niq_flt.fits,145.0,smc,NGC411-FIELD,
1335,1332,ACS,WFC,12257,ANY,16.973424,-71.859884,CLEAR1L,F814W,Girardi,10,2011-08-28,stage/jbhy12nnq_flt.fits,145.0,smc,NGC411-FIELD,
1336,1333,ACS,WFC,12257,ANY,16.975011,-71.860721,CLEAR1L,F814W,Girardi,700,2011-08-28,stage/jbhy12npq_flt.fits,145.0,smc,NGC411-FIELD,
1337,1334,ACS,WFC,12257,ANY,16.973568,-71.859899,CLEAR1L,F814W,Girardi,690,2011-08-28,stage/jbhy12ntq_flt.fits,145.0,smc,NGC411-FIELD,
1338,1335,ACS,WFC,12257,ANY,16.973518,-71.859927,CLEAR1L,F814W,Girardi,700,2011-08-28,stage/jbhy12nxq_flt.fits,145.0,smc,NGC411-FIELD,
1339,1336,ACS,WFC,12257,ANY,16.974825,-71.860662,CLEAR1L,F814W,Girardi,600,2011-08-28,stage/jbhy12o1q_flt.fits,145.0,smc,NGC411-FIELD,
1340,1375,ACS,WFC,13476,ANY,9.033828,-73.466904,CLEAR1L,F814W,Kallivayalil,341,2013-09-28,stage/jcc201n9q_flt.fits,150.0,smc,SMC-FIELD-SE,
1341,1376,ACS,WFC,13476,ANY,9.037535,-73.466528,F606W,CLEAR2L,Kallivayalil,348,2013-09-28,stage/jcc201nbq_flt.fits,150.0,smc,SMC-FIELD-SE,
1342,1377,ACS,WFC,13476,ANY,9.040498,-73.467252,F606W,CLEAR2L,Kallivayalil,368,2013-09-28,stage/jcc201neq_flt.fits,150.0,smc,SMC-FIELD-SE,
1343,1378,ACS,WFC,13476,ANY,9.039754,-73.468351,F606W,CLEAR2L,Kallivayalil,368,2013-09-28,stage/jcc201nhq_flt.fits,150.0,smc,SMC-FIELD-SE,
1344,1379,ACS,WFC,13476,ANY,9.036047,-73.468727,F606W,CLEAR2L,Kallivayalil,368,2013-09-28,stage/jcc201nkq_flt.fits,150.0,smc,SMC-FIELD-SE,
1345,1380,ACS,WFC,13476,ANY,9.033084,-73.468003,CLEAR1L,F814W,Kallivayalil,348,2013-09-28,stage/jcc201nnq_flt.fits,150.0,smc,SMC-FIELD-SE,
1346,1381,ACS,WFC,13476,ANY,10.49321,-74.136232,CLEAR1L,F814W,Kallivayalil,341,2013-10-01,stage/jcc205kfq_flt.fits,151.0,smc,SMC-FIELD-S,
1347,1382,ACS,WFC,13476,ANY,10.497098,-74.13588,F606W,CLEAR2L,Kallivayalil,348,2013-10-01,stage/jcc205kiq_flt.fits,151.0,smc,SMC-FIELD-S,
1348,1383,ACS,WFC,13476,ANY,10.500123,-74.136622,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,stage/jcc205klq_flt.fits,151.0,smc,SMC-FIELD-S,
1349,1384,ACS,WFC,13476,ANY,10.499259,-74.137717,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,stage/jcc205koq_flt.fits,151.0,smc,SMC-FIELD-S,
1350,1385,ACS,WFC,13476,ANY,10.495371,-74.138069,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,stage/jcc205krq_flt.fits,151.0,smc,SMC-FIELD-S,
1351,1386,ACS,WFC,13476,ANY,10.492346,-74.137327,CLEAR1L,F814W,Kallivayalil,348,2013-10-01,stage/jcc205kuq_flt.fits,151.0,smc,SMC-FIELD-S,
1352,1387,ACS,WFC,13476,ANY,18.970053,-71.407296,CLEAR1L,F814W,Kallivayalil,341,2014-01-08,stage/jcc224syq_flt.fits,152.0,smc,SMC-FIELD-NW-1,
1353,1388,ACS,WFC,13476,ANY,18.971154,-71.408359,F606W,CLEAR2L,Kallivayalil,348,2014-01-08,stage/jcc224t0q_flt.fits,152.0,smc,SMC-FIELD-NW-1,
1354,1389,ACS,WFC,13476,ANY,18.968822,-71.409185,F606W,CLEAR2L,Kallivayalil,368,2014-01-08,stage/jcc224t3q_flt.fits,152.0,smc,SMC-FIELD-NW-1,
1355,1390,ACS,WFC,13476,ANY,18.96539,-71.408948,F606W,CLEAR2L,Kallivayalil,368,2014-01-08,stage/jcc224t6q_flt.fits,152.0,smc,SMC-FIELD-NW-1,
1356,1391,ACS,WFC,13476,ANY,18.964289,-71.407884,F606W,CLEAR2L,Kallivayalil,368,2014-01-08,stage/jcc224t9q_flt.fits,152.0,smc,SMC-FIELD-NW-1,
1357,1392,ACS,WFC,13476,ANY,18.966621,-71.407059,CLEAR1L,F814W,Kallivayalil,348,2014-01-08,stage/jcc224tcq_flt.fits,152.0,smc,SMC-FIELD-NW-1,
1358,1393,ACS,WFC,13476,ANY,21.327944,-74.036544,CLEAR1L,F814W,Kallivayalil,341,2013-10-01,stage/jcc230j2q_flt.fits,153.0,smc,SMC-FIELD-BRIDGE-1,
1359,1394,ACS,WFC,13476,ANY,21.331488,-74.035993,F606W,CLEAR2L,Kallivayalil,348,2013-10-01,stage/jcc230j4q_flt.fits,153.0,smc,SMC-FIELD-BRIDGE-1,
1360,1395,ACS,WFC,13476,ANY,21.33496,-74.036561,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,stage/jcc230j7q_flt.fits,153.0,smc,SMC-FIELD-BRIDGE-1,
1361,1396,ACS,WFC,13476,ANY,21.334887,-74.037681,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,stage/jcc230jgq_flt.fits,153.0,smc,SMC-FIELD-BRIDGE-1,
1362,1397,ACS,WFC,13476,ANY,21.331342,-74.038232,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,stage/jcc230jkq_flt.fits,153.0,smc,SMC-FIELD-BRIDGE-1,
1363,1398,ACS,WFC,13476,ANY,21.327871,-74.037663,CLEAR1L,F814W,Kallivayalil,348,2013-10-01,stage/jcc230jqq_flt.fits,153.0,smc,SMC-FIELD-BRIDGE-1,
