Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,High-Level Science Products,Ang Sep (')
U4WOBZ0BR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:37:13,1999-10-31 19:45:33,500.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:23:48,U4WOBZ0BR,2,0.235
U4WOBZ0CR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:48:13,1999-10-31 20:09:53,1300.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:29:04,U4WOBZ0CR,2,0.235
U4WOC301R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 18:56:13,1999-10-28 18:56:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:06,U4WOC301R,,0.284
U4WOC302R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:01:13,1999-10-28 19:07:53,400.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:17,U4WOC302R,2,0.284
U4WOC303R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:11:13,1999-10-28 19:11:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:58:50,U4WOC303R,,0.284
U4WOBZ01R,LIST-1,17.0550983,-73.2327779,27,1999-10-31 17:49:13,1999-10-31 17:49:23,10.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:40:26,U4WOBZ01R,,0.378
U4WOBZ02R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:11:13,1999-10-31 18:11:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:25:52,U4WOBZ02R,,0.378
U4WOBZ03R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:13:13,1999-10-31 18:16:33,200.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:41:45,U4WOBZ03R,2,0.378
U4WOBZ04R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:19:13,1999-10-31 18:29:13,600.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:27:47,U4WOBZ04R,2,0.378
U4WOBZ05R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:33:13,1999-10-31 18:33:23,10.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:30:10,U4WOBZ05R,,0.378
U4WOBZ06R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:35:13,1999-10-31 18:36:13,60.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:31:37,U4WOBZ06R,,0.378
U4WOBZ07R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:38:13,1999-10-31 18:51:33,800.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:32:04,U4WOBZ07R,2,0.378
U4WOBZ02R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:11:13,1999-10-31 18:11:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:25:52,U4WOBZ02R,,0.402
U4WOBZ03R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:13:13,1999-10-31 18:16:33,200.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:41:45,U4WOBZ03R,2,0.402
U4WOBZ04R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:19:13,1999-10-31 18:29:13,600.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:27:47,U4WOBZ04R,2,0.402
U4WOBZ05R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:33:13,1999-10-31 18:33:23,10.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:30:10,U4WOBZ05R,,0.402
U4WOBZ06R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:35:13,1999-10-31 18:36:13,60.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:31:37,U4WOBZ06R,,0.402
U4WOBZ07R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:38:13,1999-10-31 18:51:33,800.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:32:04,U4WOBZ07R,2,0.402
U4WOBZ01R,LIST-1,17.0550983,-73.2327779,27,1999-10-31 17:49:13,1999-10-31 17:49:23,10.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:40:26,U4WOBZ01R,,0.402
U4WOBZ08R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:22:13,1999-10-31 19:28:53,400.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-11-01 00:14:29,U4WOBZ08R,2,0.591
U4WOBZ09R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:32:13,1999-10-31 19:32:33,20.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:16:57,U4WOBZ09R,,0.591
U4WOBZ0AR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:34:13,1999-10-31 19:35:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:22:07,U4WOBZ0AR,,0.591
U4WOBZ0BR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:37:13,1999-10-31 19:45:33,500.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:23:48,U4WOBZ0BR,2,0.591
U4WOBZ0CR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:48:13,1999-10-31 20:09:53,1300.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:29:04,U4WOBZ0CR,2,0.591
U4WOC301R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 18:56:13,1999-10-28 18:56:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:06,U4WOC301R,,0.630
U4WOC302R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:01:13,1999-10-28 19:07:53,400.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:17,U4WOC302R,2,0.630
U4WOC303R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:11:13,1999-10-28 19:11:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:58:50,U4WOC303R,,0.630
U4WOC304R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:31:13,1999-10-28 20:41:13,600.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:48:09,U4WOC304R,2,0.767
U4WOC305R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:45:13,1999-10-28 20:46:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:48:27,U4WOC305R,,0.767
U4WOC306R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:48:13,1999-10-28 20:58:13,600.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:50:39,U4WOC306R,2,0.767
U5CT0204R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:02:13,1999-10-26 05:10:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:14:31,U5CT0204R,,0.941
U5CT0205R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:13:13,1999-10-26 05:21:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:20:08,U5CT0205R,,0.941
U5CT0206R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:24:13,1999-10-26 05:32:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:09:47,U5CT0206R,,0.941
U5CT020DR,ANY,17.0537874,-73.2417736,3,1999-10-26 06:57:13,1999-10-26 07:03:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:18:39,U5CT020DR,,0.941
U5CT020ER,ANY,17.0537874,-73.2417736,3,1999-10-26 07:06:13,1999-10-26 07:12:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:19:34,U5CT020ER,,0.941
U5CT020FR,ANY,17.0537874,-73.2417736,3,1999-10-26 07:15:13,1999-10-26 07:21:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:20:57,U5CT020FR,,0.941
U4WOBZ02R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:11:13,1999-10-31 18:11:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:25:52,U4WOBZ02R,,0.112
U4WOBZ03R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:13:13,1999-10-31 18:16:33,200.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:41:45,U4WOBZ03R,2,0.112
U4WOBZ04R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:19:13,1999-10-31 18:29:13,600.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:27:47,U4WOBZ04R,2,0.112
U4WOBZ05R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:33:13,1999-10-31 18:33:23,10.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:30:10,U4WOBZ05R,,0.112
U4WOBZ06R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:35:13,1999-10-31 18:36:13,60.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:31:37,U4WOBZ06R,,0.112
U4WOBZ07R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:38:13,1999-10-31 18:51:33,800.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:32:04,U4WOBZ07R,2,0.112
U4WOBZ01R,LIST-1,17.0550983,-73.2327779,27,1999-10-31 17:49:13,1999-10-31 17:49:23,10.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:40:26,U4WOBZ01R,,0.112
U4WOC301R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 18:56:13,1999-10-28 18:56:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:06,U4WOC301R,,0.341
U4WOC302R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:01:13,1999-10-28 19:07:53,400.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:17,U4WOC302R,2,0.341
U4WOC303R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:11:13,1999-10-28 19:11:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:58:50,U4WOC303R,,0.341
U4WOBZ08R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:22:13,1999-10-31 19:28:53,400.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-11-01 00:14:29,U4WOBZ08R,2,0.359
U4WOBZ09R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:32:13,1999-10-31 19:32:33,20.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:16:57,U4WOBZ09R,,0.359
U4WOBZ0AR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:34:13,1999-10-31 19:35:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:22:07,U4WOBZ0AR,,0.359
U4WOBZ0BR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:37:13,1999-10-31 19:45:33,500.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:23:48,U4WOBZ0BR,2,0.359
U4WOBZ0CR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:48:13,1999-10-31 20:09:53,1300.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:29:04,U4WOBZ0CR,2,0.359
U4WOC304R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:31:13,1999-10-28 20:41:13,600.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:48:09,U4WOC304R,2,0.483
U4WOC305R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:45:13,1999-10-28 20:46:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:48:27,U4WOC305R,,0.483
U4WOC306R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:48:13,1999-10-28 20:58:13,600.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:50:39,U4WOC306R,2,0.483
U5CT0204R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:02:13,1999-10-26 05:10:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:14:31,U5CT0204R,,0.652
U5CT0205R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:13:13,1999-10-26 05:21:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:20:08,U5CT0205R,,0.652
U5CT0206R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:24:13,1999-10-26 05:32:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:09:47,U5CT0206R,,0.652
U5CT020DR,ANY,17.0537874,-73.2417736,3,1999-10-26 06:57:13,1999-10-26 07:03:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:18:39,U5CT020DR,,0.652
U5CT020ER,ANY,17.0537874,-73.2417736,3,1999-10-26 07:06:13,1999-10-26 07:12:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:19:34,U5CT020ER,,0.652
U5CT020FR,ANY,17.0537874,-73.2417736,3,1999-10-26 07:15:13,1999-10-26 07:21:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:20:57,U5CT020FR,,0.652
U4WOBZ02R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:11:13,1999-10-31 18:11:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:25:52,U4WOBZ02R,,0.075
U4WOBZ03R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:13:13,1999-10-31 18:16:33,200.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:41:45,U4WOBZ03R,2,0.075
U4WOBZ04R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:19:13,1999-10-31 18:29:13,600.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:27:47,U4WOBZ04R,2,0.075
U4WOBZ05R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:33:13,1999-10-31 18:33:23,10.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:30:10,U4WOBZ05R,,0.075
U4WOBZ06R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:35:13,1999-10-31 18:36:13,60.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:31:37,U4WOBZ06R,,0.075
U4WOBZ07R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:38:13,1999-10-31 18:51:33,800.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:32:04,U4WOBZ07R,2,0.075
U4WOBZ01R,LIST-1,17.0550983,-73.2327779,27,1999-10-31 17:49:13,1999-10-31 17:49:23,10.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:40:26,U4WOBZ01R,,0.075
U4WOC301R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 18:56:13,1999-10-28 18:56:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:06,U4WOC301R,,0.168
U4WOC302R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:01:13,1999-10-28 19:07:53,400.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:17,U4WOC302R,2,0.168
U4WOC303R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:11:13,1999-10-28 19:11:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:58:50,U4WOC303R,,0.168
U4WOBZ08R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:22:13,1999-10-31 19:28:53,400.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-11-01 00:14:29,U4WOBZ08R,2,0.292
U4WOBZ09R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:32:13,1999-10-31 19:32:33,20.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:16:57,U4WOBZ09R,,0.292
U4WOBZ0AR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:34:13,1999-10-31 19:35:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:22:07,U4WOBZ0AR,,0.292
U4WOBZ0BR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:37:13,1999-10-31 19:45:33,500.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:23:48,U4WOBZ0BR,2,0.292
U4WOBZ0CR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:48:13,1999-10-31 20:09:53,1300.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:29:04,U4WOBZ0CR,2,0.292
U4WOC304R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:31:13,1999-10-28 20:41:13,600.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:48:09,U4WOC304R,2,0.325
U4WOC305R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:45:13,1999-10-28 20:46:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:48:27,U4WOC305R,,0.325
U4WOC306R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:48:13,1999-10-28 20:58:13,600.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:50:39,U4WOC306R,2,0.325
U5CT0204R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:02:13,1999-10-26 05:10:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:14:31,U5CT0204R,,0.483
U5CT0205R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:13:13,1999-10-26 05:21:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:20:08,U5CT0205R,,0.483
U5CT0206R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:24:13,1999-10-26 05:32:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:09:47,U5CT0206R,,0.483
U5CT020DR,ANY,17.0537874,-73.2417736,3,1999-10-26 06:57:13,1999-10-26 07:03:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:18:39,U5CT020DR,,0.483
U5CT020ER,ANY,17.0537874,-73.2417736,3,1999-10-26 07:06:13,1999-10-26 07:12:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:19:34,U5CT020ER,,0.483
U5CT020FR,ANY,17.0537874,-73.2417736,3,1999-10-26 07:15:13,1999-10-26 07:21:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:20:57,U5CT020FR,,0.483
U5CT0204R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:02:13,1999-10-26 05:10:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:14:31,U5CT0204R,,0.073
U5CT0205R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:13:13,1999-10-26 05:21:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:20:08,U5CT0205R,,0.073
U5CT0206R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:24:13,1999-10-26 05:32:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:09:47,U5CT0206R,,0.073
U5CT020DR,ANY,17.0537874,-73.2417736,3,1999-10-26 06:57:13,1999-10-26 07:03:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:18:39,U5CT020DR,,0.073
U5CT020ER,ANY,17.0537874,-73.2417736,3,1999-10-26 07:06:13,1999-10-26 07:12:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:19:34,U5CT020ER,,0.073
U5CT020FR,ANY,17.0537874,-73.2417736,3,1999-10-26 07:15:13,1999-10-26 07:21:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:20:57,U5CT020FR,,0.073
U4WOC304R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:31:13,1999-10-28 20:41:13,600.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:48:09,U4WOC304R,2,0.235
U4WOC305R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:45:13,1999-10-28 20:46:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:48:27,U4WOC305R,,0.235
U4WOC306R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:48:13,1999-10-28 20:58:13,600.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:50:39,U4WOC306R,2,0.235
U4WOC301R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 18:56:13,1999-10-28 18:56:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:06,U4WOC301R,,0.362
U4WOC302R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:01:13,1999-10-28 19:07:53,400.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:17,U4WOC302R,2,0.362
U4WOC303R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:11:13,1999-10-28 19:11:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:58:50,U4WOC303R,,0.362
U4WOBZ08R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:22:13,1999-10-31 19:28:53,400.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-11-01 00:14:29,U4WOBZ08R,2,0.498
U4WOBZ09R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:32:13,1999-10-31 19:32:33,20.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:16:57,U4WOBZ09R,,0.498
U4WOBZ0AR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:34:13,1999-10-31 19:35:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:22:07,U4WOBZ0AR,,0.498
U4WOBZ0BR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:37:13,1999-10-31 19:45:33,500.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:23:48,U4WOBZ0BR,2,0.498
U4WOBZ0CR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:48:13,1999-10-31 20:09:53,1300.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:29:04,U4WOBZ0CR,2,0.498
U4WOBZ01R,LIST-1,17.0550983,-73.2327779,27,1999-10-31 17:49:13,1999-10-31 17:49:23,10.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:40:26,U4WOBZ01R,,0.566
U4WOBZ02R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:11:13,1999-10-31 18:11:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:25:52,U4WOBZ02R,,0.566
U4WOBZ03R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:13:13,1999-10-31 18:16:33,200.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:41:45,U4WOBZ03R,2,0.566
U4WOBZ04R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:19:13,1999-10-31 18:29:13,600.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:27:47,U4WOBZ04R,2,0.566
U4WOBZ05R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:33:13,1999-10-31 18:33:23,10.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:30:10,U4WOBZ05R,,0.566
U4WOBZ06R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:35:13,1999-10-31 18:36:13,60.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:31:37,U4WOBZ06R,,0.566
U4WOBZ07R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:38:13,1999-10-31 18:51:33,800.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:32:04,U4WOBZ07R,2,0.566
U5CT0204R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:02:13,1999-10-26 05:10:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:14:31,U5CT0204R,,0.235
U5CT0205R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:13:13,1999-10-26 05:21:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:20:08,U5CT0205R,,0.235
U5CT0206R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:24:13,1999-10-26 05:32:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:09:47,U5CT0206R,,0.235
U5CT020DR,ANY,17.0537874,-73.2417736,3,1999-10-26 06:57:13,1999-10-26 07:03:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:18:39,U5CT020DR,,0.235
U5CT020ER,ANY,17.0537874,-73.2417736,3,1999-10-26 07:06:13,1999-10-26 07:12:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:19:34,U5CT020ER,,0.235
U5CT020FR,ANY,17.0537874,-73.2417736,3,1999-10-26 07:15:13,1999-10-26 07:21:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:20:57,U5CT020FR,,0.235
U4WOC304R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:31:13,1999-10-28 20:41:13,600.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:48:09,U4WOC304R,2,0.415
U4WOC305R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:45:13,1999-10-28 20:46:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:48:27,U4WOC305R,,0.415
U4WOC306R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:48:13,1999-10-28 20:58:13,600.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:50:39,U4WOC306R,2,0.415
U4WOC301R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 18:56:13,1999-10-28 18:56:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:06,U4WOC301R,,0.525
U4WOC302R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:01:13,1999-10-28 19:07:53,400.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:17,U4WOC302R,2,0.525
U4WOC303R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:11:13,1999-10-28 19:11:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:58:50,U4WOC303R,,0.525
U4WOBZ08R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:22:13,1999-10-31 19:28:53,400.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-11-01 00:14:29,U4WOBZ08R,2,0.676
U4WOBZ09R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:32:13,1999-10-31 19:32:33,20.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:16:57,U4WOBZ09R,,0.676
U4WOBZ0AR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:34:13,1999-10-31 19:35:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:22:07,U4WOBZ0AR,,0.676
